OA,ts0040001,ts0040002,ts0040003,ts0040004,ts0040005,ts0040006,ts0040007,ts0040008,ts0040009,ts0040010,ts0040011,ts0040012,ts0040013,ts0040014,ts0040015,ts0040002_PCT,ts0040003_PCT,ts0040004_PCT,ts0040005_PCT,ts0040006_PCT,ts0040007_PCT,ts0040008_PCT,ts0040009_PCT,ts0040010_PCT,ts0040011_PCT,ts0040012_PCT,ts0040013_PCT,ts0040014_PCT,ts0040015_PCT
E00121789,311,300,299,1,1,0,0,0,0,0,5,1,1,4,0,96.46302250803859,96.14147909967846,0.3215434083601286,0.3215434083601286,0,0,0,0,0,1.607717041800643,0.3215434083601286,0.3215434083601286,1.2861736334405145,0
E00121791,369,339,313,21,11,5,5,0,5,5,7,12,8,3,0,91.869918699187,84.82384823848238,5.691056910569105,2.9810298102981028,1.3550135501355014,1.3550135501355014,0,1.3550135501355014,1.3550135501355014,1.8970189701897018,3.2520325203252036,2.168021680216802,0.8130081300813009,0
E00121792,328,305,299,6,5,1,0,0,0,0,7,5,6,5,0,92.98780487804879,91.15853658536585,1.8292682926829267,1.524390243902439,0.3048780487804878,0,0,0,0,2.1341463414634148,1.524390243902439,1.8292682926829267,1.524390243902439,0
E00121788,313,292,276,15,9,5,0,1,1,1,9,9,2,1,0,93.29073482428115,88.17891373801918,4.792332268370607,2.8753993610223643,1.5974440894568689,0,0.3194888178913738,0.3194888178913738,0.3194888178913738,2.8753993610223643,2.8753993610223643,0.6389776357827476,0.3194888178913738,0
E00121790,452,431,416,12,7,2,3,0,3,3,5,12,3,1,0,95.35398230088495,92.03539823008849,2.6548672566371683,1.5486725663716814,0.4424778761061947,0.6637168141592921,0,0.6637168141592921,0.6637168141592921,1.1061946902654867,2.6548672566371683,0.6637168141592921,0.22123893805309736,0
E00121793,202,187,183,2,1,1,0,0,2,2,5,8,2,0,0,92.57425742574257,90.5940594059406,0.9900990099009901,0.49504950495049505,0.49504950495049505,0,0,0.9900990099009901,0.9900990099009901,2.4752475247524752,3.9603960396039604,0.9900990099009901,0,0
E00121794,362,354,342,10,6,2,2,0,2,2,4,0,4,0,0,97.79005524861878,94.47513812154696,2.7624309392265194,1.6574585635359116,0.5524861878453038,0.5524861878453038,0,0.5524861878453038,0.5524861878453038,1.1049723756906076,0,1.1049723756906076,0,0
E00121795,241,230,229,1,1,0,0,0,0,0,6,3,1,1,0,95.4356846473029,95.0207468879668,0.4149377593360996,0.4149377593360996,0,0,0,0,0,2.4896265560165975,1.2448132780082988,0.4149377593360996,0.4149377593360996,0
E00122056,235,223,213,10,7,2,0,1,0,0,3,7,2,0,0,94.8936170212766,90.63829787234042,4.25531914893617,2.9787234042553195,0.851063829787234,0,0.425531914893617,0,0,1.276595744680851,2.9787234042553195,0.851063829787234,0,0
E00122057,424,393,380,13,13,0,0,0,0,0,10,10,3,8,0,92.68867924528303,89.62264150943396,3.0660377358490565,3.0660377358490565,0,0,0,0,0,2.358490566037736,2.358490566037736,0.7075471698113208,1.8867924528301887,0
