OA,ts0170001,ts0170002,ts0170003,ts0170004,ts0170005,ts0170006,ts0170007,ts0170008,ts0170009,ts0170010,ts0170002_PCT,ts0170003_PCT,ts0170004_PCT,ts0170005_PCT,ts0170006_PCT,ts0170007_PCT,ts0170008_PCT,ts0170009_PCT,ts0170010_PCT
E00114795,166,0,29,64,33,18,17,4,1,0,0,17.46987951807229,38.55421686746988,19.879518072289155,10.843373493975903,10.240963855421686,2.4096385542168677,0.6024096385542169,0
E00114796,140,0,31,47,27,25,9,1,0,0,0,22.142857142857142,33.57142857142857,19.28571428571429,17.857142857142858,6.428571428571428,0.7142857142857143,0,0
E00114797,204,0,49,80,32,35,7,1,0,0,0,24.019607843137255,39.21568627450981,15.686274509803921,17.15686274509804,3.431372549019608,0.49019607843137253,0,0
E00114800,168,0,25,74,23,37,9,0,0,0,0,14.880952380952381,44.047619047619044,13.690476190476192,22.023809523809522,5.357142857142857,0,0,0
E00114798,153,0,29,68,12,33,8,2,1,0,0,18.954248366013072,44.44444444444444,7.8431372549019605,21.568627450980394,5.228758169934641,1.3071895424836601,0.6535947712418301,0
E00114799,143,0,40,50,26,20,6,1,0,0,0,27.972027972027973,34.96503496503497,18.181818181818183,13.986013986013987,4.195804195804196,0.6993006993006993,0,0
E00114801,138,0,22,59,18,30,9,0,0,0,0,15.942028985507244,42.7536231884058,13.043478260869565,21.73913043478261,6.521739130434782,0,0,0
E00114802,153,0,23,72,26,20,6,3,3,0,0,15.032679738562091,47.05882352941176,16.99346405228758,13.071895424836603,3.9215686274509802,1.9607843137254901,1.9607843137254901,0
E00114917,195,0,42,78,35,29,9,2,0,0,0,21.53846153846154,40,17.94871794871795,14.871794871794872,4.615384615384616,1.0256410256410255,0,0
E00114918,128,0,30,54,16,20,8,0,0,0,0,23.4375,42.1875,12.5,15.625,6.25,0,0,0
E00114919,76,0,18,39,5,9,4,1,0,0,0,23.684210526315788,51.31578947368421,6.578947368421052,11.842105263157894,5.263157894736842,1.3157894736842104,0,0
E00114920,174,0,30,76,34,20,8,4,2,0,0,17.24137931034483,43.67816091954023,19.54022988505747,11.494252873563218,4.597701149425287,2.2988505747126435,1.1494252873563218,0
E00114914,199,0,53,81,32,25,8,0,0,0,0,26.633165829145728,40.7035175879397,16.08040201005025,12.562814070351758,4.0201005025125625,0,0,0
E00114915,180,0,38,78,22,32,8,2,0,0,0,21.11111111111111,43.333333333333336,12.222222222222221,17.77777777777778,4.444444444444445,1.1111111111111112,0,0
E00114916,112,0,26,51,13,15,7,0,0,0,0,23.214285714285715,45.535714285714285,11.607142857142858,13.392857142857142,6.25,0,0,0
E00184848,76,0,22,31,13,6,3,1,0,0,0,28.947368421052634,40.78947368421053,17.105263157894736,7.894736842105263,3.9473684210526314,1.3157894736842104,0,0
E00184871,150,0,33,45,29,37,5,0,1,0,0,22,30,19.333333333333332,24.666666666666668,3.3333333333333335,0,0.6666666666666667,0
E00185014,115,0,40,42,12,18,2,1,0,0,0,34.78260869565217,36.52173913043478,10.434782608695652,15.65217391304348,1.7391304347826086,0.8695652173913043,0,0
E00114762,147,0,71,47,16,12,0,1,0,0,0,48.29931972789115,31.97278911564626,10.884353741496598,8.16326530612245,0,0.6802721088435374,0,0
E00114763,150,0,72,47,21,6,4,0,0,0,0,48,31.333333333333336,14.000000000000002,4,2.666666666666667,0,0,0
E00114764,217,0,40,79,50,32,10,2,2,2,0,18.433179723502306,36.405529953917046,23.04147465437788,14.746543778801843,4.6082949308755765,0.9216589861751152,0.9216589861751152,0.9216589861751152
E00114767,106,0,81,22,1,2,0,0,0,0,0,76.41509433962264,20.754716981132077,0.9433962264150944,1.8867924528301887,0,0,0,0
E00114769,116,0,34,47,11,20,4,0,0,0,0,29.310344827586203,40.51724137931034,9.482758620689655,17.24137931034483,3.4482758620689653,0,0,0
E00114761,206,0,68,70,31,20,9,7,1,0,0,33.00970873786408,33.980582524271846,15.048543689320388,9.70873786407767,4.368932038834951,3.3980582524271843,0.48543689320388345,0
E00114765,130,0,27,36,32,17,9,6,2,1,0,20.76923076923077,27.692307692307693,24.615384615384617,13.076923076923078,6.923076923076923,4.615384615384616,1.5384615384615385,0.7692307692307693
E00114766,125,0,28,45,25,16,5,4,2,0,0,22.400000000000002,36,20,12.8,4,3.2,1.6,0
E00114768,124,0,19,34,21,22,15,8,3,2,0,15.32258064516129,27.419354838709676,16.93548387096774,17.741935483870968,12.096774193548388,6.451612903225806,2.4193548387096775,1.6129032258064515
E00114770,177,0,62,57,27,20,8,2,0,1,0,35.02824858757062,32.20338983050847,15.254237288135593,11.299435028248588,4.519774011299435,1.1299435028248588,0,0.5649717514124294
E00114772,138,0,100,24,9,4,1,0,0,0,0,72.46376811594203,17.391304347826086,6.521739130434782,2.898550724637681,0.7246376811594203,0,0,0
E00114773,175,0,128,34,5,5,1,1,1,0,0,73.14285714285714,19.428571428571427,2.857142857142857,2.857142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714,0
E00114774,140,0,43,70,19,4,2,1,1,0,0,30.714285714285715,50,13.571428571428571,2.857142857142857,1.4285714285714286,0.7142857142857143,0.7142857142857143,0
E00184849,100,0,62,29,6,3,0,0,0,0,0,62,28.999999999999996,6,3,0,0,0,0
E00184933,163,0,97,37,14,12,2,0,1,0,0,59.50920245398773,22.699386503067483,8.588957055214724,7.361963190184049,1.2269938650306749,0,0.6134969325153374,0
E00114789,126,0,29,44,22,20,5,6,0,0,0,23.015873015873016,34.92063492063492,17.46031746031746,15.873015873015872,3.968253968253968,4.761904761904762,0,0
E00114790,125,0,61,32,20,8,0,2,2,0,0,48.8,25.6,16,6.4,0,1.6,1.6,0
E00184845,164,0,17,53,43,30,15,5,1,0,0,10.365853658536585,32.31707317073171,26.21951219512195,18.29268292682927,9.146341463414634,3.048780487804878,0.6097560975609756,0
E00184878,130,0,35,53,19,18,4,1,0,0,0,26.923076923076923,40.76923076923077,14.615384615384617,13.846153846153847,3.076923076923077,0.7692307692307693,0,0
E00184940,123,0,16,38,35,22,9,2,1,0,0,13.008130081300814,30.89430894308943,28.455284552845526,17.88617886178862,7.317073170731707,1.6260162601626018,0.8130081300813009,0
E00184976,96,0,25,35,18,9,7,0,0,2,0,26.041666666666668,36.45833333333333,18.75,9.375,7.291666666666667,0,0,2.083333333333333
E00114746,119,0,32,55,15,12,4,1,0,0,0,26.89075630252101,46.21848739495798,12.605042016806722,10.084033613445378,3.361344537815126,0.8403361344537815,0,0
E00114747,113,0,18,45,23,25,1,1,0,0,0,15.929203539823009,39.823008849557525,20.353982300884958,22.123893805309734,0.8849557522123894,0.8849557522123894,0,0
