OA,ts0610001,ts0610002,ts0610003,ts0610004,ts0610005,ts0610006,ts0610007,ts0610008,ts0610009,ts0610010,ts0610011,ts0610012,ts0610002_PCT,ts0610003_PCT,ts0610004_PCT,ts0610005_PCT,ts0610006_PCT,ts0610007_PCT,ts0610008_PCT,ts0610009_PCT,ts0610010_PCT,ts0610011_PCT,ts0610012_PCT
E00128489,196,79,0,1,1,0,2,99,6,1,7,0,40.30612244897959,0,0.5102040816326531,0.5102040816326531,0,1.0204081632653061,50.51020408163265,3.061224489795918,0.5102040816326531,3.571428571428571,0
E00128490,147,46,0,0,2,0,1,88,5,1,3,1,31.292517006802722,0,0,1.3605442176870748,0,0.6802721088435374,59.863945578231295,3.4013605442176873,0.6802721088435374,2.0408163265306123,0.6802721088435374
E00128492,106,50,0,0,1,0,1,48,2,1,2,1,47.16981132075472,0,0,0.9433962264150944,0,0.9433962264150944,45.28301886792453,1.8867924528301887,0.9433962264150944,1.8867924528301887,0.9433962264150944
E00128493,114,44,0,0,1,0,0,60,4,0,2,3,38.59649122807017,0,0,0.8771929824561403,0,0,52.63157894736842,3.508771929824561,0,1.7543859649122806,2.631578947368421
E00128494,56,26,0,0,0,0,0,28,0,1,0,1,46.42857142857143,0,0,0,0,0,50,0,1.7857142857142856,0,1.7857142857142856
E00128495,142,34,0,1,1,0,1,87,6,2,10,0,23.943661971830984,0,0.7042253521126761,0.7042253521126761,0,0.7042253521126761,61.267605633802816,4.225352112676056,1.4084507042253522,7.042253521126761,0
E00128496,290,85,0,1,0,0,2,175,10,3,12,2,29.310344827586203,0,0.3448275862068966,0,0,0.6896551724137931,60.3448275862069,3.4482758620689653,1.0344827586206897,4.137931034482759,0.6896551724137931
E00128497,110,40,1,0,0,1,0,59,4,0,5,0,36.36363636363637,0.9090909090909091,0,0,0.9090909090909091,0,53.63636363636364,3.6363636363636362,0,4.545454545454546,0
E00128498,139,21,0,0,2,2,0,88,5,1,18,2,15.107913669064748,0,0,1.4388489208633095,1.4388489208633095,0,63.30935251798561,3.5971223021582732,0.7194244604316548,12.949640287769784,1.4388489208633095
E00128499,163,43,1,1,3,1,0,101,4,0,9,0,26.380368098159508,0.6134969325153374,0.6134969325153374,1.8404907975460123,0.6134969325153374,0,61.963190184049076,2.4539877300613497,0,5.521472392638037,0
E00128500,129,21,0,0,3,0,2,83,4,2,13,1,16.27906976744186,0,0,2.3255813953488373,0,1.550387596899225,64.34108527131784,3.10077519379845,1.550387596899225,10.077519379844961,0.7751937984496124
E00128501,193,44,1,0,5,0,1,106,10,3,22,1,22.797927461139896,0.5181347150259068,0,2.5906735751295336,0,0.5181347150259068,54.92227979274611,5.181347150259067,1.5544041450777202,11.398963730569948,0.5181347150259068
E00128502,144,20,0,0,2,0,1,85,12,1,22,1,13.88888888888889,0,0,1.3888888888888888,0,0.6944444444444444,59.02777777777778,8.333333333333332,0.6944444444444444,15.277777777777779,0.6944444444444444
E00128503,123,36,0,1,0,0,0,71,6,2,5,2,29.268292682926827,0,0.8130081300813009,0,0,0,57.72357723577236,4.878048780487805,1.6260162601626018,4.0650406504065035,1.6260162601626018
E00128504,143,28,0,0,4,0,3,92,7,0,9,0,19.58041958041958,0,0,2.797202797202797,0,2.097902097902098,64.33566433566433,4.895104895104895,0,6.293706293706294,0
E00128505,92,23,0,0,5,1,0,57,5,0,1,0,25,0,0,5.434782608695652,1.0869565217391304,0,61.95652173913043,5.434782608695652,0,1.0869565217391304,0
E00128506,55,16,0,0,0,0,0,25,5,2,7,0,29.09090909090909,0,0,0,0,0,45.45454545454545,9.090909090909092,3.6363636363636362,12.727272727272727,0
E00128507,253,105,1,0,0,0,0,133,7,0,5,2,41.50197628458498,0.3952569169960474,0,0,0,0,52.569169960474305,2.766798418972332,0,1.9762845849802373,0.7905138339920948
E00128509,182,40,0,2,2,0,4,123,6,0,5,0,21.978021978021978,0,1.098901098901099,1.098901098901099,0,2.197802197802198,67.58241758241759,3.296703296703297,0,2.7472527472527473,0
E00128510,253,86,0,2,3,0,2,133,4,3,17,3,33.99209486166008,0,0.7905138339920948,1.185770750988142,0,0.7905138339920948,52.569169960474305,1.5810276679841897,1.185770750988142,6.719367588932807,1.185770750988142
E00128511,86,24,0,1,3,1,0,49,0,2,6,0,27.906976744186046,0,1.1627906976744187,3.488372093023256,1.1627906976744187,0,56.97674418604651,0,2.3255813953488373,6.976744186046512,0
E00128512,185,59,0,0,0,0,0,111,5,1,6,3,31.891891891891895,0,0,0,0,0,60,2.7027027027027026,0.5405405405405406,3.2432432432432434,1.6216216216216217
