OA,ts0660001,ts0660002,ts0660003,ts0660004,ts0660005,ts0660006,ts0660007,ts0660008,ts0660009,ts0660010,ts0660011,ts0660012,ts0660013,ts0660014,ts0660015,ts0660016,ts0660017,ts0660018,ts0660019,ts0660020,ts0660021,ts0660022,ts0660023,ts0660024,ts0660025,ts0660026,ts0660027,ts0660028,ts0660029,ts0660030,ts0660031,ts0660002_PCT,ts0660003_PCT,ts0660004_PCT,ts0660005_PCT,ts0660006_PCT,ts0660007_PCT,ts0660008_PCT,ts0660009_PCT,ts0660010_PCT,ts0660011_PCT,ts0660012_PCT,ts0660013_PCT,ts0660014_PCT,ts0660015_PCT,ts0660016_PCT,ts0660017_PCT,ts0660018_PCT,ts0660019_PCT,ts0660020_PCT,ts0660021_PCT,ts0660022_PCT,ts0660023_PCT,ts0660024_PCT,ts0660025_PCT,ts0660026_PCT,ts0660027_PCT,ts0660028_PCT,ts0660029_PCT,ts0660030_PCT,ts0660031_PCT,RGN23NM
E00032987,159,99,90,81,30,51,4,1,3,5,0,5,9,1,1,1,1,0,0,0,0,0,0,0,0,59,18,9,8,16,8,62.264150943396224,56.60377358490566,50.943396226415096,18.867924528301888,32.075471698113205,2.515723270440252,0.628930817610063,1.8867924528301887,3.1446540880503147,0,3.1446540880503147,5.660377358490567,0.628930817610063,0.628930817610063,0.628930817610063,0.628930817610063,0,0,0,0,0,0,0,0,37.10691823899371,11.320754716981133,5.660377358490567,5.031446540880504,10.062893081761008,5.031446540880504,North West
E00032988,353,122,116,94,21,73,4,0,4,18,9,9,6,15,12,12,4,8,0,0,0,0,0,0,3,216,39,76,8,77,16,34.56090651558073,32.86118980169972,26.628895184135974,5.94900849858357,20.679886685552407,1.13314447592068,0,1.13314447592068,5.099150141643059,2.5495750708215295,2.5495750708215295,1.69971671388102,4.2492917847025495,3.39943342776204,3.39943342776204,1.13314447592068,2.26628895184136,0,0,0,0,0,0,0.84985835694051,61.18980169971672,11.048158640226628,21.529745042492916,2.26628895184136,21.813031161473088,4.53257790368272,North West
E00032989,310,187,177,146,40,106,2,1,1,29,10,19,10,25,10,9,8,1,0,0,0,1,1,0,15,98,17,18,12,38,13,60.322580645161295,57.096774193548384,47.096774193548384,12.903225806451612,34.193548387096776,0.6451612903225806,0.3225806451612903,0.3225806451612903,9.35483870967742,3.225806451612903,6.129032258064516,3.225806451612903,8.064516129032258,3.225806451612903,2.903225806451613,2.5806451612903225,0.3225806451612903,0,0,0,0.3225806451612903,0.3225806451612903,0,4.838709677419355,31.61290322580645,5.483870967741936,5.806451612903226,3.870967741935484,12.258064516129032,4.193548387096775,North West
E00032990,289,153,144,117,16,101,2,1,1,25,17,8,9,15,12,11,11,0,0,0,0,1,0,1,3,121,34,31,9,22,25,52.94117647058824,49.82698961937716,40.484429065743946,5.536332179930796,34.94809688581315,0.6920415224913495,0.34602076124567477,0.34602076124567477,8.650519031141869,5.88235294117647,2.768166089965398,3.1141868512110724,5.190311418685121,4.1522491349480966,3.8062283737024223,3.8062283737024223,0,0,0,0,0.34602076124567477,0,0.34602076124567477,1.0380622837370241,41.86851211072664,11.76470588235294,10.726643598615917,3.1141868512110724,7.612456747404845,8.650519031141869,North West
E00032991,280,173,140,116,26,90,0,0,0,24,9,15,33,17,17,17,14,3,0,0,0,0,0,0,0,90,15,20,7,37,11,61.78571428571429,50,41.42857142857143,9.285714285714286,32.142857142857146,0,0,0,8.571428571428571,3.214285714285714,5.357142857142857,11.785714285714285,6.071428571428571,6.071428571428571,6.071428571428571,5,1.0714285714285714,0,0,0,0,0,0,0,32.142857142857146,5.357142857142857,7.142857142857142,2.5,13.214285714285715,3.9285714285714284,North West
E00032992,188,92,82,76,27,49,2,2,0,4,2,2,10,10,7,7,6,1,0,0,0,0,0,0,3,86,15,25,4,29,13,48.93617021276596,43.61702127659575,40.42553191489361,14.361702127659576,26.063829787234045,1.0638297872340425,1.0638297872340425,0,2.127659574468085,1.0638297872340425,1.0638297872340425,5.319148936170213,5.319148936170213,3.723404255319149,3.723404255319149,3.1914893617021276,0.5319148936170213,0,0,0,0,0,0,1.5957446808510638,45.744680851063826,7.9787234042553195,13.297872340425531,2.127659574468085,15.425531914893616,6.914893617021277,North West
E00032993,279,180,169,143,35,108,4,0,4,22,12,10,11,25,12,12,12,0,0,0,0,0,0,0,13,74,15,25,13,11,10,64.51612903225806,60.57347670250897,51.25448028673835,12.544802867383511,38.70967741935484,1.4336917562724014,0,1.4336917562724014,7.885304659498208,4.301075268817205,3.584229390681003,3.942652329749104,8.960573476702509,4.301075268817205,4.301075268817205,4.301075268817205,0,0,0,0,0,0,0,4.659498207885305,26.523297491039425,5.376344086021505,8.960573476702509,4.659498207885305,3.942652329749104,3.584229390681003,North West
E00032994,94,36,33,31,20,11,0,0,0,2,2,0,3,2,1,1,1,0,0,0,0,0,0,0,1,56,15,11,9,14,7,38.297872340425535,35.1063829787234,32.97872340425532,21.27659574468085,11.702127659574469,0,0,0,2.127659574468085,2.127659574468085,0,3.1914893617021276,2.127659574468085,1.0638297872340425,1.0638297872340425,1.0638297872340425,0,0,0,0,0,0,0,1.0638297872340425,59.57446808510638,15.957446808510639,11.702127659574469,9.574468085106384,14.893617021276595,7.446808510638298,North West
E00032995,235,107,91,82,19,63,1,0,1,8,0,8,16,3,3,3,1,2,0,0,0,0,0,0,0,125,29,25,21,39,11,45.53191489361702,38.72340425531915,34.8936170212766,8.085106382978724,26.80851063829787,0.425531914893617,0,0.425531914893617,3.404255319148936,0,3.404255319148936,6.808510638297872,1.276595744680851,1.276595744680851,1.276595744680851,0.425531914893617,0.851063829787234,0,0,0,0,0,0,0,53.191489361702125,12.340425531914894,10.638297872340425,8.936170212765958,16.595744680851062,4.680851063829787,North West
E00032996,313,110,101,88,35,53,3,2,1,10,6,4,9,5,5,5,3,2,0,0,0,0,0,0,0,198,72,30,31,47,18,35.14376996805112,32.26837060702875,28.115015974440894,11.182108626198083,16.93290734824281,0.9584664536741214,0.6389776357827476,0.3194888178913738,3.1948881789137378,1.9169329073482428,1.2779552715654952,2.8753993610223643,1.5974440894568689,1.5974440894568689,1.5974440894568689,0.9584664536741214,0.6389776357827476,0,0,0,0,0,0,0,63.25878594249201,23.003194888178914,9.584664536741213,9.904153354632587,15.015974440894569,5.7507987220447285,North West
