OA,ts0390001,ts0390002,ts0390003,ts0390004,ts0390005,ts0390006,ts0390007,ts0390008,ts0390009,ts0390002_PCT,ts0390003_PCT,ts0390004_PCT,ts0390005_PCT,ts0390006_PCT,ts0390007_PCT,ts0390008_PCT,ts0390009_PCT
W00002704,223,205,11,7,4,2,2,0,5,91.92825112107623,4.932735426008969,3.1390134529147984,1.7937219730941705,0.8968609865470852,0.8968609865470852,0,2.242152466367713
W00002705,236,211,10,8,2,5,2,3,10,89.40677966101694,4.23728813559322,3.389830508474576,0.847457627118644,2.11864406779661,0.847457627118644,1.2711864406779663,4.23728813559322
W00002706,229,209,8,7,1,3,2,1,9,91.26637554585153,3.4934497816593884,3.056768558951965,0.43668122270742354,1.3100436681222707,0.8733624454148471,0.43668122270742354,3.9301310043668125
W00002707,168,153,8,4,4,0,0,0,7,91.07142857142857,4.761904761904762,2.380952380952381,2.380952380952381,0,0,0,4.166666666666666
W00002708,184,167,5,3,2,6,2,4,6,90.76086956521739,2.717391304347826,1.6304347826086956,1.0869565217391304,3.260869565217391,1.0869565217391304,2.1739130434782608,3.260869565217391
W00002709,196,177,5,4,1,2,0,2,12,90.3061224489796,2.5510204081632653,2.0408163265306123,0.5102040816326531,1.0204081632653061,0,1.0204081632653061,6.122448979591836
W00002710,157,130,12,9,3,2,1,1,13,82.80254777070064,7.643312101910828,5.7324840764331215,1.910828025477707,1.2738853503184715,0.6369426751592357,0.6369426751592357,8.280254777070063
W00002711,389,349,23,21,2,9,3,6,8,89.7172236503856,5.912596401028278,5.3984575835475574,0.5141388174807198,2.313624678663239,0.7712082262210797,1.5424164524421593,2.056555269922879
W00002712,155,127,13,8,5,6,5,1,9,81.93548387096774,8.38709677419355,5.161290322580645,3.225806451612903,3.870967741935484,3.225806451612903,0.6451612903225806,5.806451612903226
W00002713,217,176,18,15,3,8,5,3,15,81.10599078341014,8.294930875576037,6.912442396313365,1.3824884792626728,3.686635944700461,2.3041474654377883,1.3824884792626728,6.912442396313365
W00002714,261,225,16,11,5,6,3,3,14,86.20689655172413,6.130268199233716,4.21455938697318,1.9157088122605364,2.2988505747126435,1.1494252873563218,1.1494252873563218,5.363984674329502
W00002715,224,197,10,5,5,3,1,2,14,87.94642857142857,4.464285714285714,2.232142857142857,2.232142857142857,1.3392857142857142,0.4464285714285714,0.8928571428571428,6.25
