OA,ts0520001,ts0520002,ts0520003,ts0520004,ts0520005,ts0520006,ts0520002_PCT,ts0520003_PCT,ts0520004_PCT,ts0520005_PCT,ts0520006_PCT
W00002704,109,73,22,14,0,0,66.97247706422019,20.18348623853211,12.844036697247708,0,0
W00002705,111,72,29,10,0,0,64.86486486486487,26.126126126126124,9.00900900900901,0,0
W00002706,119,61,35,22,1,0,51.26050420168067,29.411764705882355,18.487394957983195,0.8403361344537815,0
W00002707,107,46,20,41,0,0,42.99065420560748,18.69158878504673,38.31775700934579,0,0
W00002708,105,38,36,31,0,0,36.19047619047619,34.285714285714285,29.523809523809526,0,0
W00002709,110,40,38,28,3,1,36.36363636363637,34.54545454545455,25.454545454545453,2.727272727272727,0.9090909090909091
W00002710,81,50,23,7,1,0,61.72839506172839,28.39506172839506,8.641975308641975,1.2345679012345678,0
W00002711,200,101,63,31,5,0,50.5,31.5,15.5,2.5,0
W00002712,86,41,36,8,1,0,47.674418604651166,41.86046511627907,9.30232558139535,1.1627906976744187,0
W00002713,134,26,61,45,2,0,19.402985074626866,45.52238805970149,33.582089552238806,1.4925373134328357,0
W00002714,126,83,30,13,0,0,65.87301587301587,23.809523809523807,10.317460317460316,0,0
W00002715,103,70,25,8,0,0,67.96116504854369,24.271844660194176,7.766990291262135,0,0
W00002716,150,80,49,18,1,2,53.333333333333336,32.666666666666664,12,0.6666666666666667,1.3333333333333335
W00002717,60,33,18,9,0,0,55.00000000000001,30,15,0,0
W00002718,90,26,44,17,3,0,28.888888888888886,48.888888888888886,18.88888888888889,3.3333333333333335,0
W00002719,235,139,64,28,4,0,59.148936170212764,27.23404255319149,11.914893617021278,1.702127659574468,0
W00002720,102,74,19,8,1,0,72.54901960784314,18.627450980392158,7.8431372549019605,0.9803921568627451,0
W00002721,111,48,38,24,1,0,43.24324324324324,34.234234234234236,21.62162162162162,0.9009009009009009,0
W00002722,120,56,50,13,1,0,46.666666666666664,41.66666666666667,10.833333333333334,0.8333333333333334,0
W00002723,111,56,34,19,2,0,50.45045045045045,30.630630630630627,17.117117117117118,1.8018018018018018,0
W00002724,106,52,38,16,0,0,49.056603773584904,35.84905660377358,15.09433962264151,0,0
W00002725,103,23,58,22,0,0,22.330097087378643,56.310679611650485,21.35922330097087,0,0
W00002726,127,36,47,42,2,0,28.346456692913385,37.00787401574803,33.07086614173229,1.574803149606299,0
W00002727,115,40,42,33,0,0,34.78260869565217,36.52173913043478,28.695652173913043,0,0
W00002728,135,55,42,37,1,0,40.74074074074074,31.11111111111111,27.40740740740741,0.7407407407407408,0
W00002729,113,16,36,60,1,0,14.15929203539823,31.858407079646017,53.09734513274337,0.8849557522123894,0
W00002730,135,20,60,55,0,0,14.814814814814813,44.44444444444444,40.74074074074074,0,0
W00002731,177,29,58,80,10,0,16.38418079096045,32.7683615819209,45.19774011299435,5.649717514124294,0
W00002732,149,40,46,59,3,1,26.845637583892618,30.87248322147651,39.59731543624161,2.013422818791946,0.6711409395973155
W00002733,114,33,40,38,2,1,28.947368421052634,35.08771929824561,33.33333333333333,1.7543859649122806,0.8771929824561403
W00002734,120,42,40,35,2,1,35,33.33333333333333,29.166666666666668,1.6666666666666667,0.8333333333333334
W00002736,171,102,40,25,3,1,59.64912280701754,23.391812865497073,14.619883040935672,1.7543859649122806,0.5847953216374269
W00002737,119,48,30,39,2,0,40.33613445378151,25.210084033613445,32.773109243697476,1.680672268907563,0
W00002738,121,49,34,36,0,2,40.49586776859504,28.09917355371901,29.75206611570248,0,1.6528925619834711
W00002739,133,19,42,69,3,0,14.285714285714285,31.57894736842105,51.8796992481203,2.2556390977443606,0
W00002740,112,23,35,52,2,0,20.535714285714285,31.25,46.42857142857143,1.7857142857142856,0
W00002741,102,38,26,34,1,3,37.254901960784316,25.49019607843137,33.33333333333333,0.9803921568627451,2.941176470588235
W00002742,132,12,35,83,2,0,9.090909090909092,26.515151515151516,62.878787878787875,1.5151515151515151,0
W00002743,126,34,42,46,4,0,26.984126984126984,33.33333333333333,36.507936507936506,3.1746031746031744,0
W00002744,79,21,19,33,4,2,26.582278481012654,24.050632911392405,41.77215189873418,5.063291139240507,2.5316455696202533
W00002745,121,13,24,78,5,1,10.743801652892563,19.834710743801654,64.46280991735537,4.132231404958678,0.8264462809917356
W00002746,105,37,32,35,1,0,35.23809523809524,30.476190476190478,33.33333333333333,0.9523809523809524,0
W00002747,99,63,23,12,0,1,63.63636363636363,23.232323232323232,12.121212121212121,0,1.0101010101010102
W00002748,164,26,70,63,5,0,15.853658536585366,42.68292682926829,38.41463414634146,3.048780487804878,0
W00002751,66,16,23,25,1,1,24.242424242424242,34.84848484848485,37.878787878787875,1.5151515151515151,1.5151515151515151
W00002752,130,64,33,27,6,0,49.23076923076923,25.384615384615383,20.76923076923077,4.615384615384616,0
W00002753,151,59,55,35,2,0,39.0728476821192,36.423841059602644,23.178807947019866,1.3245033112582782,0
W00002754,117,54,45,18,0,0,46.15384615384615,38.46153846153847,15.384615384615385,0,0
W00002755,121,36,46,34,5,0,29.75206611570248,38.01652892561984,28.09917355371901,4.132231404958678,0
W00002756,170,59,76,35,0,0,34.705882352941174,44.70588235294118,20.588235294117645,0,0
W00002757,106,26,49,29,1,1,24.528301886792452,46.22641509433962,27.358490566037734,0.9433962264150944,0.9433962264150944
W00002758,110,42,46,20,2,0,38.18181818181819,41.81818181818181,18.181818181818183,1.8181818181818181,0
W00002759,136,20,52,63,1,0,14.705882352941178,38.23529411764706,46.32352941176471,0.7352941176470588,0
W00002760,105,36,40,25,3,1,34.285714285714285,38.095238095238095,23.809523809523807,2.857142857142857,0.9523809523809524
W00002761,118,33,43,34,6,2,27.966101694915253,36.440677966101696,28.8135593220339,5.084745762711865,1.694915254237288
W00002762,148,23,81,41,1,2,15.54054054054054,54.729729729729726,27.7027027027027,0.6756756756756757,1.3513513513513513
W00002763,133,27,57,44,4,1,20.30075187969925,42.857142857142854,33.08270676691729,3.007518796992481,0.7518796992481203
W00002764,115,24,33,55,3,0,20.869565217391305,28.695652173913043,47.82608695652174,2.608695652173913,0
W00002765,102,24,46,28,3,1,23.52941176470588,45.09803921568628,27.450980392156865,2.941176470588235,0.9803921568627451
W00002766,138,39,30,67,1,1,28.26086956521739,21.73913043478261,48.55072463768116,0.7246376811594203,0.7246376811594203
W00002767,95,25,37,30,3,0,26.31578947368421,38.94736842105263,31.57894736842105,3.1578947368421053,0
W00002768,96,6,74,16,0,0,6.25,77.08333333333334,16.666666666666664,0,0
W00002769,81,18,45,18,0,0,22.22222222222222,55.55555555555556,22.22222222222222,0,0
W00002770,152,56,67,28,1,0,36.84210526315789,44.07894736842105,18.421052631578945,0.6578947368421052,0
W00002771,144,47,36,55,6,0,32.63888888888889,25,38.19444444444444,4.166666666666666,0
W00002772,141,79,45,15,2,0,56.02836879432624,31.914893617021278,10.638297872340425,1.4184397163120568,0
W00002773,115,67,34,13,1,0,58.26086956521739,29.565217391304348,11.304347826086957,0.8695652173913043,0
W00002774,146,62,55,28,1,0,42.465753424657535,37.67123287671233,19.17808219178082,0.684931506849315,0
W00002775,114,61,31,20,1,1,53.50877192982456,27.192982456140353,17.543859649122805,0.8771929824561403,0.8771929824561403
W00002776,128,76,40,9,3,0,59.375,31.25,7.03125,2.34375,0
W00002777,121,67,37,15,1,1,55.371900826446286,30.57851239669421,12.396694214876034,0.8264462809917356,0.8264462809917356
W00002778,110,33,45,31,1,0,30,40.909090909090914,28.18181818181818,0.9090909090909091,0
W00002779,95,28,33,34,0,0,29.47368421052631,34.73684210526316,35.78947368421053,0,0
W00002780,91,36,36,19,0,0,39.56043956043956,39.56043956043956,20.87912087912088,0,0
W00002781,137,84,40,13,0,0,61.31386861313869,29.1970802919708,9.48905109489051,0,0
W00002782,126,64,40,21,1,0,50.79365079365079,31.746031746031743,16.666666666666664,0.7936507936507936,0
W00002783,61,38,17,6,0,0,62.295081967213115,27.86885245901639,9.836065573770492,0,0
W00002784,147,92,44,8,3,0,62.585034013605444,29.931972789115648,5.442176870748299,2.0408163265306123,0
W00002785,151,98,41,11,1,0,64.90066225165563,27.1523178807947,7.28476821192053,0.6622516556291391,0
W00002786,114,61,37,15,0,1,53.50877192982456,32.45614035087719,13.157894736842104,0,0.8771929824561403
W00002787,112,55,43,14,0,0,49.107142857142854,38.392857142857146,12.5,0,0
W00002788,117,60,40,15,0,2,51.28205128205128,34.18803418803419,12.82051282051282,0,1.7094017094017095
W00002789,107,60,30,16,0,1,56.074766355140184,28.037383177570092,14.953271028037381,0,0.9345794392523363
W00002790,103,60,39,4,0,0,58.252427184466015,37.86407766990291,3.8834951456310676,0,0
W00002791,139,92,39,8,0,0,66.18705035971223,28.05755395683453,5.755395683453238,0,0
W00002792,134,61,49,24,0,0,45.52238805970149,36.56716417910448,17.91044776119403,0,0
W00002793,148,53,62,29,4,0,35.810810810810814,41.891891891891895,19.594594594594593,2.7027027027027026,0
W00002794,131,72,37,20,2,0,54.961832061068705,28.24427480916031,15.267175572519085,1.5267175572519083,0
W00002795,120,56,43,20,1,0,46.666666666666664,35.833333333333336,16.666666666666664,0.8333333333333334,0
W00002796,126,70,33,17,6,0,55.55555555555556,26.190476190476193,13.492063492063492,4.761904761904762,0
W00002797,144,77,51,16,0,0,53.47222222222222,35.41666666666667,11.11111111111111,0,0
W00002798,113,71,27,12,3,0,62.83185840707964,23.893805309734514,10.619469026548673,2.6548672566371683,0
W00002799,108,52,40,15,1,0,48.148148148148145,37.03703703703704,13.88888888888889,0.9259259259259258,0
W00002800,92,64,18,9,1,0,69.56521739130434,19.565217391304348,9.782608695652174,1.0869565217391304,0
W00002801,136,68,49,15,4,0,50,36.029411764705884,11.029411764705882,2.941176470588235,0
W00002802,130,63,52,10,3,2,48.46153846153846,40,7.6923076923076925,2.307692307692308,1.5384615384615385
W00002803,117,63,39,15,0,0,53.84615384615385,33.33333333333333,12.82051282051282,0,0
W00002805,110,60,33,15,2,0,54.54545454545454,30,13.636363636363635,1.8181818181818181,0
W00002806,121,88,22,9,2,0,72.72727272727273,18.181818181818183,7.43801652892562,1.6528925619834711,0
W00002807,123,77,33,13,0,0,62.601626016260155,26.82926829268293,10.569105691056912,0,0
