OA,ts0680001,ts0680002,ts0680003,ts0680002_PCT,ts0680003_PCT
W00002704,223,33,190,14.798206278026907,85.20179372197309
W00002705,236,32,204,13.559322033898304,86.4406779661017
W00002706,228,41,187,17.982456140350877,82.01754385964912
W00002707,168,19,149,11.30952380952381,88.69047619047619
W00002708,184,22,162,11.956521739130435,88.04347826086956
W00002709,195,23,172,11.794871794871794,88.2051282051282
W00002710,156,16,140,10.256410256410255,89.74358974358975
W00002711,389,56,333,14.395886889460154,85.60411311053984
W00002712,155,24,131,15.483870967741936,84.51612903225806
W00002713,218,29,189,13.302752293577983,86.69724770642202
W00002714,261,34,227,13.026819923371647,86.97318007662835
W00002715,225,25,200,11.11111111111111,88.88888888888889
W00002716,337,56,281,16.61721068249258,83.38278931750742
W00002717,122,19,103,15.573770491803279,84.42622950819673
W00002718,224,56,168,25,75
W00002719,450,58,392,12.88888888888889,87.1111111111111
W00002720,205,23,182,11.219512195121952,88.78048780487805
W00002721,261,76,185,29.118773946360154,70.88122605363985
W00002722,260,37,223,14.23076923076923,85.76923076923076
W00002723,227,42,185,18.502202643171806,81.4977973568282
W00002724,197,25,172,12.690355329949238,87.30964467005076
W00002725,183,33,150,18.0327868852459,81.9672131147541
W00002726,220,39,181,17.727272727272727,82.27272727272728
W00002727,213,41,172,19.248826291079812,80.75117370892019
W00002728,282,56,226,19.858156028368796,80.1418439716312
W00002729,185,31,154,16.756756756756758,83.24324324324324
W00002730,228,27,201,11.842105263157894,88.1578947368421
W00002731,412,126,286,30.582524271844658,69.41747572815534
W00002732,257,49,208,19.06614785992218,80.93385214007782
W00002733,199,36,163,18.090452261306535,81.90954773869346
W00002734,238,34,204,14.285714285714285,85.71428571428571
W00002736,373,92,281,24.664879356568363,75.33512064343164
W00002737,265,104,161,39.24528301886793,60.75471698113207
W00002738,255,105,150,41.17647058823529,58.82352941176471
W00002739,271,131,140,48.33948339483395,51.66051660516605
W00002740,264,144,120,54.54545454545454,45.45454545454545
W00002741,237,128,109,54.008438818565395,45.9915611814346
W00002742,311,164,147,52.73311897106109,47.266881028938904
W00002743,292,154,138,52.73972602739726,47.26027397260274
W00002744,254,170,84,66.92913385826772,33.07086614173229
W00002745,187,82,105,43.85026737967914,56.14973262032086
W00002746,251,111,140,44.223107569721115,55.77689243027888
W00002747,211,50,161,23.696682464454977,76.30331753554502
