OA,ts0230001,ts0230002,ts0230003,ts0230004,ts0230005,ts0230006,ts0230002_PCT,ts0230003_PCT,ts0230004_PCT,ts0230005_PCT,ts0230006_PCT
W00002704,109,29,75,0,4,1,26.605504587155966,68.80733944954129,0,3.669724770642202,0.9174311926605505
W00002705,111,42,67,1,1,0,37.83783783783784,60.36036036036037,0.9009009009009009,0.9009009009009009,0
W00002706,120,55,60,0,2,3,45.83333333333333,50,0,1.6666666666666667,2.5
W00002707,107,67,38,0,0,2,62.616822429906534,35.51401869158878,0,0,1.8691588785046727
W00002708,105,47,54,1,1,2,44.761904761904766,51.42857142857142,0.9523809523809524,0.9523809523809524,1.9047619047619049
W00002709,108,53,51,0,2,2,49.074074074074076,47.22222222222222,0,1.8518518518518516,1.8518518518518516
W00002710,82,30,51,0,1,0,36.58536585365854,62.19512195121951,0,1.2195121951219512,0
W00002711,200,75,116,2,6,1,37.5,57.99999999999999,1,3,0.5
W00002712,86,40,43,1,2,0,46.51162790697674,50,1.1627906976744187,2.3255813953488373,0
W00002713,135,61,72,0,2,0,45.18518518518518,53.333333333333336,0,1.4814814814814816,0
W00002714,126,36,88,0,2,0,28.57142857142857,69.84126984126983,0,1.5873015873015872,0
W00002715,104,31,71,0,2,0,29.807692307692307,68.26923076923077,0,1.9230769230769231,0
W00002716,149,46,93,1,4,5,30.87248322147651,62.41610738255034,0.6711409395973155,2.684563758389262,3.3557046979865772
W00002717,60,18,39,0,1,2,30,65,0,1.6666666666666667,3.3333333333333335
W00002718,92,24,64,0,4,0,26.08695652173913,69.56521739130434,0,4.3478260869565215,0
W00002719,235,97,130,0,8,0,41.27659574468085,55.319148936170215,0,3.404255319148936,0
W00002720,102,46,53,1,1,1,45.09803921568628,51.9607843137255,0.9803921568627451,0.9803921568627451,0.9803921568627451
W00002721,112,28,82,1,1,0,25,73.21428571428571,0.8928571428571428,0.8928571428571428,0
W00002722,120,35,82,1,2,0,29.166666666666668,68.33333333333333,0.8333333333333334,1.6666666666666667,0
W00002723,111,33,70,3,4,1,29.72972972972973,63.06306306306306,2.7027027027027026,3.6036036036036037,0.9009009009009009
W00002724,106,45,56,0,5,0,42.45283018867924,52.83018867924528,0,4.716981132075472,0
W00002725,102,43,55,2,1,1,42.15686274509804,53.92156862745098,1.9607843137254901,0.9803921568627451,0.9803921568627451
W00002726,126,66,53,2,4,1,52.38095238095239,42.06349206349206,1.5873015873015872,3.1746031746031744,0.7936507936507936
W00002727,114,53,57,1,2,1,46.49122807017544,50,0.8771929824561403,1.7543859649122806,0.8771929824561403
W00002728,138,60,73,1,3,1,43.47826086956522,52.89855072463768,0.7246376811594203,2.1739130434782608,0.7246376811594203
W00002729,115,74,39,0,2,0,64.34782608695652,33.91304347826087,0,1.7391304347826086,0
W00002730,135,75,54,2,3,1,55.55555555555556,40,1.4814814814814816,2.2222222222222223,0.7407407407407408
W00002731,173,53,116,1,3,0,30.63583815028902,67.05202312138728,0.5780346820809248,1.7341040462427744,0
W00002732,151,82,64,2,1,2,54.3046357615894,42.384105960264904,1.3245033112582782,0.6622516556291391,1.3245033112582782
W00002733,116,68,46,0,1,1,58.620689655172406,39.6551724137931,0,0.8620689655172413,0.8620689655172413
W00002734,119,48,66,1,2,2,40.33613445378151,55.46218487394958,0.8403361344537815,1.680672268907563,1.680672268907563
W00002736,171,49,102,0,14,6,28.654970760233915,59.64912280701754,0,8.187134502923977,3.508771929824561
W00002737,119,38,60,1,7,13,31.932773109243694,50.42016806722689,0.8403361344537815,5.88235294117647,10.92436974789916
W00002738,123,59,51,0,6,7,47.96747967479675,41.46341463414634,0,4.878048780487805,5.691056910569105
W00002739,132,57,49,0,8,18,43.18181818181818,37.121212121212125,0,6.0606060606060606,13.636363636363635
W00002740,112,37,51,0,5,19,33.035714285714285,45.535714285714285,0,4.464285714285714,16.964285714285715
W00002741,102,40,41,0,4,17,39.21568627450981,40.19607843137255,0,3.9215686274509802,16.666666666666664
W00002742,132,72,46,0,7,7,54.54545454545454,34.84848484848485,0,5.303030303030303,5.303030303030303
W00002743,126,50,51,0,8,17,39.682539682539684,40.476190476190474,0,6.349206349206349,13.492063492063492
W00002744,80,32,22,0,3,23,40,27.500000000000004,0,3.75,28.749999999999996
W00002745,121,69,37,1,9,5,57.02479338842975,30.57851239669421,0.8264462809917356,7.43801652892562,4.132231404958678
W00002746,106,43,42,0,6,15,40.56603773584906,39.62264150943396,0,5.660377358490567,14.150943396226415
W00002747,99,39,50,1,7,2,39.39393939393939,50.505050505050505,1.0101010101010102,7.07070707070707,2.0202020202020203
W00002748,162,67,64,3,18,10,41.358024691358025,39.50617283950617,1.8518518518518516,11.11111111111111,6.172839506172839
W00002751,65,35,15,1,8,6,53.84615384615385,23.076923076923077,1.5384615384615385,12.307692307692308,9.230769230769232
W00002752,130,35,73,1,11,10,26.923076923076923,56.15384615384615,0.7692307692307693,8.461538461538462,7.6923076923076925
W00002753,151,49,95,2,2,3,32.450331125827816,62.913907284768214,1.3245033112582782,1.3245033112582782,1.9867549668874174
W00002754,117,39,69,1,8,0,33.33333333333333,58.97435897435898,0.8547008547008548,6.837606837606838,0
W00002755,121,29,84,0,6,2,23.96694214876033,69.42148760330579,0,4.958677685950414,1.6528925619834711
W00002756,170,51,115,0,3,1,30,67.64705882352942,0,1.7647058823529411,0.5882352941176471
W00002757,105,43,55,2,4,1,40.95238095238095,52.38095238095239,1.9047619047619049,3.8095238095238098,0.9523809523809524
W00002758,110,33,68,1,8,0,30,61.81818181818181,0.9090909090909091,7.2727272727272725,0
W00002759,136,51,78,2,3,2,37.5,57.35294117647059,1.4705882352941175,2.2058823529411766,1.4705882352941175
W00002760,105,27,68,2,5,3,25.71428571428571,64.76190476190476,1.9047619047619049,4.761904761904762,2.857142857142857
W00002761,116,35,77,2,1,1,30.17241379310345,66.37931034482759,1.7241379310344827,0.8620689655172413,0.8620689655172413
W00002762,147,40,102,2,3,0,27.2108843537415,69.38775510204081,1.3605442176870748,2.0408163265306123,0
W00002763,133,62,53,0,4,14,46.616541353383454,39.849624060150376,0,3.007518796992481,10.526315789473683
W00002764,116,54,46,0,7,9,46.55172413793103,39.6551724137931,0,6.0344827586206895,7.758620689655173
W00002765,102,37,53,0,3,9,36.27450980392157,51.9607843137255,0,2.941176470588235,8.823529411764707
W00002766,138,74,43,0,8,13,53.62318840579711,31.15942028985507,0,5.797101449275362,9.420289855072465
W00002767,94,31,54,3,2,4,32.97872340425532,57.446808510638306,3.1914893617021276,2.127659574468085,4.25531914893617
W00002768,96,71,24,1,0,0,73.95833333333334,25,1.0416666666666665,0,0
W00002769,81,38,33,0,5,5,46.913580246913575,40.74074074074074,0,6.172839506172839,6.172839506172839
W00002770,152,56,85,1,9,1,36.84210526315789,55.92105263157895,0.6578947368421052,5.921052631578947,0.6578947368421052
W00002771,143,53,54,0,7,29,37.06293706293706,37.76223776223776,0,4.895104895104895,20.27972027972028
W00002772,139,32,102,1,3,1,23.021582733812952,73.38129496402878,0.7194244604316548,2.158273381294964,0.7194244604316548
W00002773,115,24,88,0,2,1,20.869565217391305,76.52173913043478,0,1.7391304347826086,0.8695652173913043
W00002774,146,43,98,0,4,1,29.45205479452055,67.12328767123287,0,2.73972602739726,0.684931506849315
W00002775,116,33,76,0,5,2,28.448275862068968,65.51724137931035,0,4.310344827586207,1.7241379310344827
W00002776,128,30,93,0,4,1,23.4375,72.65625,0,3.125,0.78125
