OA,ts007a0001,ts007a0002,ts007a0003,ts007a0004,ts007a0005,ts007a0006,ts007a0007,ts007a0008,ts007a0009,ts007a0010,ts007a0011,ts007a0012,ts007a0013,ts007a0014,ts007a0015,ts007a0016,ts007a0017,ts007a0018,ts007a0019,ts007a0002_PCT,ts007a0003_PCT,ts007a0004_PCT,ts007a0005_PCT,ts007a0006_PCT,ts007a0007_PCT,ts007a0008_PCT,ts007a0009_PCT,ts007a0010_PCT,ts007a0011_PCT,ts007a0012_PCT,ts007a0013_PCT,ts007a0014_PCT,ts007a0015_PCT,ts007a0016_PCT,ts007a0017_PCT,ts007a0018_PCT,ts007a0019_PCT
W00002704,228,5,9,7,9,9,12,12,1,9,10,12,18,17,23,28,15,17,15,2.1929824561403506,3.9473684210526314,3.070175438596491,3.9473684210526314,3.9473684210526314,5.263157894736842,5.263157894736842,0.43859649122807015,3.9473684210526314,4.385964912280701,5.263157894736842,7.894736842105263,7.456140350877193,10.087719298245613,12.280701754385964,6.578947368421052,7.456140350877193,6.578947368421052
W00002705,239,5,8,17,6,7,6,13,10,6,8,13,15,24,23,27,12,11,28,2.092050209205021,3.3472803347280333,7.112970711297072,2.510460251046025,2.928870292887029,2.510460251046025,5.439330543933055,4.184100418410042,2.510460251046025,3.3472803347280333,5.439330543933055,6.2761506276150625,10.0418410041841,9.623430962343097,11.297071129707113,5.02092050209205,4.602510460251046,11.715481171548117
W00002706,238,9,15,15,10,11,4,9,17,9,15,20,15,13,16,15,20,12,13,3.7815126050420167,6.302521008403361,6.302521008403361,4.201680672268908,4.621848739495799,1.680672268907563,3.7815126050420167,7.142857142857142,3.7815126050420167,6.302521008403361,8.403361344537815,6.302521008403361,5.46218487394958,6.722689075630252,6.302521008403361,8.403361344537815,5.042016806722689,5.46218487394958
W00002707,172,5,5,6,3,6,10,3,11,2,3,14,9,19,16,20,16,12,12,2.9069767441860463,2.9069767441860463,3.488372093023256,1.744186046511628,3.488372093023256,5.813953488372093,1.744186046511628,6.395348837209303,1.1627906976744187,1.744186046511628,8.13953488372093,5.232558139534884,11.046511627906977,9.30232558139535,11.627906976744185,9.30232558139535,6.976744186046512,6.976744186046512
W00002708,191,7,6,5,9,13,17,10,9,8,5,12,14,16,17,15,9,12,7,3.664921465968586,3.1413612565445024,2.6178010471204187,4.712041884816754,6.806282722513089,8.900523560209423,5.2356020942408374,4.712041884816754,4.18848167539267,2.6178010471204187,6.282722513089005,7.329842931937172,8.37696335078534,8.900523560209423,7.853403141361256,4.712041884816754,6.282722513089005,3.664921465968586
W00002709,198,4,6,7,10,10,7,4,9,6,12,17,25,20,16,17,9,7,12,2.0202020202020203,3.0303030303030303,3.535353535353535,5.05050505050505,5.05050505050505,3.535353535353535,2.0202020202020203,4.545454545454546,3.0303030303030303,6.0606060606060606,8.585858585858585,12.626262626262626,10.1010101010101,8.080808080808081,8.585858585858585,4.545454545454546,3.535353535353535,6.0606060606060606
W00002710,159,7,7,4,3,5,8,6,5,4,8,6,13,13,15,24,9,12,10,4.40251572327044,4.40251572327044,2.515723270440252,1.8867924528301887,3.1446540880503147,5.031446540880504,3.7735849056603774,3.1446540880503147,2.515723270440252,5.031446540880504,3.7735849056603774,8.176100628930817,8.176100628930817,9.433962264150944,15.09433962264151,5.660377358490567,7.547169811320755,6.289308176100629
W00002711,406,16,21,25,15,15,17,17,13,18,20,34,31,33,34,35,27,12,23,3.9408866995073892,5.172413793103448,6.157635467980295,3.6945812807881775,3.6945812807881775,4.1871921182266005,4.1871921182266005,3.201970443349754,4.433497536945813,4.926108374384237,8.374384236453201,7.635467980295567,8.12807881773399,8.374384236453201,8.620689655172415,6.65024630541872,2.955665024630542,5.665024630541872
W00002712,161,9,11,2,4,8,3,6,12,8,5,10,10,11,17,11,12,9,13,5.590062111801243,6.832298136645963,1.2422360248447204,2.484472049689441,4.968944099378882,1.8633540372670807,3.7267080745341614,7.453416149068323,4.968944099378882,3.1055900621118013,6.211180124223603,6.211180124223603,6.832298136645963,10.559006211180124,6.832298136645963,7.453416149068323,5.590062111801243,8.074534161490684
W00002713,232,14,13,6,7,7,12,11,15,16,6,13,16,20,27,17,13,11,8,6.0344827586206895,5.603448275862069,2.586206896551724,3.0172413793103448,3.0172413793103448,5.172413793103448,4.741379310344827,6.4655172413793105,6.896551724137931,2.586206896551724,5.603448275862069,6.896551724137931,8.620689655172415,11.637931034482758,7.327586206896551,5.603448275862069,4.741379310344827,3.4482758620689653
