OA,ts0440001,ts0440002,ts0440003,ts0440004,ts0440005,ts0440006,ts0440007,ts0440008,ts0440009,ts0440002_PCT,ts0440003_PCT,ts0440004_PCT,ts0440005_PCT,ts0440006_PCT,ts0440007_PCT,ts0440008_PCT,ts0440009_PCT
W00005608,197,132,57,0,1,6,1,0,0,67.00507614213198,28.934010152284262,0,0.5076142131979695,3.0456852791878175,0.5076142131979695,0,0
W00005609,132,6,15,25,79,6,1,0,0,4.545454545454546,11.363636363636363,18.939393939393938,59.84848484848485,4.545454545454546,0.7575757575757576,0,0
W00005610,114,1,57,28,27,0,1,0,0,0.8771929824561403,50,24.561403508771928,23.684210526315788,0,0.8771929824561403,0,0
W00005611,133,3,21,85,10,11,2,1,0,2.2556390977443606,15.789473684210526,63.90977443609023,7.518796992481203,8.270676691729323,1.5037593984962405,0.7518796992481203,0
W00005613,111,18,91,0,1,0,0,1,0,16.216216216216218,81.98198198198197,0,0.9009009009009009,0,0,0.9009009009009009,0
W00005614,113,41,18,11,41,2,0,0,0,36.283185840707965,15.929203539823009,9.734513274336283,36.283185840707965,1.7699115044247788,0,0,0
W00005615,181,5,20,69,22,26,25,14,0,2.7624309392265194,11.049723756906078,38.12154696132597,12.154696132596685,14.3646408839779,13.812154696132598,7.734806629834254,0
W00005616,136,7,9,108,4,5,0,3,0,5.147058823529411,6.61764705882353,79.41176470588235,2.941176470588235,3.6764705882352944,0,2.2058823529411766,0
W00005617,133,4,34,92,1,0,0,2,0,3.007518796992481,25.563909774436087,69.17293233082707,0.7518796992481203,0,0,1.5037593984962405,0
W00005618,132,17,114,1,0,0,0,0,0,12.878787878787879,86.36363636363636,0.7575757575757576,0,0,0,0,0
W00005619,119,9,89,20,1,0,0,0,0,7.563025210084033,74.78991596638656,16.80672268907563,0.8403361344537815,0,0,0,0
W00005620,131,14,14,27,64,11,0,1,0,10.687022900763358,10.687022900763358,20.610687022900763,48.854961832061065,8.396946564885496,0,0.7633587786259541,0
W00005621,117,24,82,10,1,0,0,0,0,20.51282051282051,70.08547008547008,8.547008547008547,0.8547008547008548,0,0,0,0
W00005622,162,46,19,21,73,1,2,0,0,28.39506172839506,11.728395061728394,12.962962962962962,45.06172839506173,0.6172839506172839,1.2345679012345678,0,0
W00005623,118,86,28,0,3,1,0,0,0,72.88135593220339,23.728813559322035,0,2.5423728813559325,0.847457627118644,0,0,0
W00005624,132,4,6,114,0,7,1,0,0,3.0303030303030303,4.545454545454546,86.36363636363636,0,5.303030303030303,0.7575757575757576,0,0
W00005625,126,9,38,67,5,7,0,0,0,7.142857142857142,30.158730158730158,53.17460317460318,3.968253968253968,5.555555555555555,0,0,0
W00005627,120,3,106,11,0,0,0,0,0,2.5,88.33333333333333,9.166666666666666,0,0,0,0,0
W00005628,125,12,85,24,2,2,0,0,0,9.6,68,19.2,1.6,1.6,0,0,0
W00005629,169,1,11,114,35,6,0,2,0,0.591715976331361,6.508875739644971,67.45562130177515,20.710059171597635,3.5502958579881656,0,1.183431952662722,0
W00005630,120,4,54,43,16,3,0,0,0,3.3333333333333335,45,35.833333333333336,13.333333333333334,2.5,0,0,0
W00005631,150,4,21,112,13,0,0,0,0,2.666666666666667,14.000000000000002,74.66666666666667,8.666666666666668,0,0,0,0
W00005632,103,6,10,0,85,2,0,0,0,5.825242718446602,9.70873786407767,0,82.52427184466019,1.9417475728155338,0,0,0
W00005633,115,3,3,79,22,0,1,6,1,2.608695652173913,2.608695652173913,68.69565217391305,19.130434782608695,0,0.8695652173913043,5.217391304347826,0.8695652173913043
