OA,ts0580001,ts0580002,ts0580003,ts0580004,ts0580005,ts0580006,ts0580007,ts0580008,ts0580009,ts0580010,ts0580011,ts0580002_PCT,ts0580003_PCT,ts0580004_PCT,ts0580005_PCT,ts0580006_PCT,ts0580007_PCT,ts0580008_PCT,ts0580009_PCT,ts0580010_PCT,ts0580011_PCT
E00164947,250,23,32,12,25,26,9,6,3,93,21,9.2,12.8,4.8,10,10.4,3.5999999999999996,2.4,1.2,37.2,8.4
E00164948,169,11,37,11,18,11,1,5,0,34,41,6.508875739644971,21.893491124260358,6.508875739644971,10.650887573964498,6.508875739644971,0.591715976331361,2.9585798816568047,0,20.118343195266274,24.2603550295858
E00164949,121,10,24,11,14,12,1,2,0,29,18,8.264462809917356,19.834710743801654,9.090909090909092,11.570247933884298,9.917355371900827,0.8264462809917356,1.6528925619834711,0,23.96694214876033,14.87603305785124
E00164950,228,7,49,16,24,24,4,5,0,73,26,3.070175438596491,21.49122807017544,7.017543859649122,10.526315789473683,10.526315789473683,1.7543859649122806,2.1929824561403506,0,32.01754385964912,11.403508771929824
E00164951,132,3,23,5,12,14,2,5,3,34,31,2.272727272727273,17.424242424242426,3.787878787878788,9.090909090909092,10.606060606060606,1.5151515151515151,3.787878787878788,2.272727272727273,25.757575757575758,23.484848484848484
E00164952,113,3,26,10,9,10,3,1,0,32,19,2.6548672566371683,23.008849557522122,8.849557522123893,7.964601769911504,8.849557522123893,2.6548672566371683,0.8849557522123894,0,28.31858407079646,16.8141592920354
E00164953,187,8,41,20,18,16,5,5,2,34,38,4.27807486631016,21.92513368983957,10.695187165775401,9.62566844919786,8.55614973262032,2.6737967914438503,2.6737967914438503,1.06951871657754,18.181818181818183,20.32085561497326
E00164954,176,11,44,16,19,11,4,3,2,33,33,6.25,25,9.090909090909092,10.795454545454545,6.25,2.272727272727273,1.7045454545454544,1.1363636363636365,18.75,18.75
E00164955,182,1,24,19,15,20,1,4,0,63,35,0.5494505494505495,13.186813186813188,10.43956043956044,8.241758241758241,10.989010989010989,0.5494505494505495,2.197802197802198,0,34.61538461538461,19.230769230769234
E00164956,173,34,23,27,18,14,6,0,2,23,26,19.653179190751445,13.294797687861271,15.606936416184972,10.404624277456648,8.092485549132949,3.4682080924855487,0,1.1560693641618496,13.294797687861271,15.028901734104046
E00164957,270,51,54,33,30,26,3,3,1,34,35,18.88888888888889,20,12.222222222222221,11.11111111111111,9.62962962962963,1.1111111111111112,1.1111111111111112,0.3703703703703704,12.592592592592592,12.962962962962962
E00164958,119,25,4,11,11,12,6,1,1,30,18,21.008403361344538,3.361344537815126,9.243697478991598,9.243697478991598,10.084033613445378,5.042016806722689,0.8403361344537815,0.8403361344537815,25.210084033613445,15.126050420168067
E00164959,96,11,4,9,9,9,2,5,3,34,10,11.458333333333332,4.166666666666666,9.375,9.375,9.375,2.083333333333333,5.208333333333334,3.125,35.41666666666667,10.416666666666668
