OA,ts0270001,ts0270002,ts0270003,ts0270004,ts0270005,ts0270006,ts0270007,ts0270008,ts0270009,ts0270010,ts0270011,ts0270012,ts0270013,ts0270014,ts0270015,ts0270016,ts0270017,ts0270018,ts0270019,ts0270020,ts0270002_PCT,ts0270003_PCT,ts0270004_PCT,ts0270005_PCT,ts0270006_PCT,ts0270007_PCT,ts0270008_PCT,ts0270009_PCT,ts0270010_PCT,ts0270011_PCT,ts0270012_PCT,ts0270013_PCT,ts0270014_PCT,ts0270015_PCT,ts0270016_PCT,ts0270017_PCT,ts0270018_PCT,ts0270019_PCT,ts0270020_PCT
E00154540,375,229,40,56,1,2,5,0,2,0,1,0,0,2,9,1,15,17,24,18,61.06666666666667,10.666666666666668,14.933333333333335,0.26666666666666666,0.5333333333333333,1.3333333333333335,0,0.5333333333333333,0,0.26666666666666666,0,0,0.5333333333333333,2.4,0.26666666666666666,4,4.533333333333333,6.4,4.8
E00154541,379,214,69,52,0,0,0,0,0,0,0,0,0,0,1,0,32,11,33,11,56.464379947229546,18.20580474934037,13.720316622691293,0,0,0,0,0,0,0,0,0,0,0.2638522427440633,0,8.443271767810026,2.9023746701846966,8.70712401055409,2.9023746701846966
E00154542,414,258,45,41,1,2,10,1,3,0,2,0,0,4,2,0,41,14,43,14,62.31884057971014,10.869565217391305,9.903381642512077,0.24154589371980675,0.4830917874396135,2.4154589371980677,0.24154589371980675,0.7246376811594203,0,0.4830917874396135,0,0,0.966183574879227,0.4830917874396135,0,9.903381642512077,3.3816425120772946,10.38647342995169,3.3816425120772946
E00154543,348,230,44,30,0,3,2,1,0,1,0,0,0,0,11,0,24,4,35,4,66.0919540229885,12.643678160919542,8.620689655172415,0,0.8620689655172413,0.5747126436781609,0.28735632183908044,0,0.28735632183908044,0,0,0,0,3.1609195402298855,0,6.896551724137931,1.1494252873563218,10.057471264367816,1.1494252873563218
E00154544,367,250,40,42,0,4,2,0,1,1,0,0,0,0,0,0,12,17,12,17,68.11989100817438,10.899182561307901,11.444141689373296,0,1.08991825613079,0.544959128065395,0,0.2724795640326975,0.2724795640326975,0,0,0,0,0,0,3.2697547683923704,4.632152588555858,3.2697547683923704,4.632152588555858
E00154545,334,215,33,55,0,0,6,3,2,0,1,0,0,0,0,0,15,10,15,10,64.37125748502994,9.880239520958083,16.46706586826347,0,0,1.7964071856287425,0.8982035928143712,0.5988023952095809,0,0.29940119760479045,0,0,0,0,0,4.491017964071856,2.9940119760479043,4.491017964071856,2.9940119760479043
E00154546,326,212,35,29,2,0,8,1,1,2,0,0,0,4,5,0,16,19,21,19,65.03067484662577,10.736196319018406,8.895705521472392,0.6134969325153374,0,2.4539877300613497,0.3067484662576687,0.3067484662576687,0.6134969325153374,0,0,0,1.2269938650306749,1.5337423312883436,0,4.9079754601226995,5.828220858895705,6.441717791411043,5.828220858895705
E00154547,266,161,49,39,0,2,6,3,1,1,0,0,0,1,1,0,5,3,6,3,60.526315789473685,18.421052631578945,14.661654135338345,0,0.7518796992481203,2.2556390977443606,1.1278195488721803,0.37593984962406013,0.37593984962406013,0,0,0,0.37593984962406013,0.37593984962406013,0,1.8796992481203008,1.1278195488721803,2.2556390977443606,1.1278195488721803
E00154548,359,234,46,47,0,1,8,4,3,1,0,0,0,0,4,0,7,12,11,12,65.18105849582173,12.813370473537605,13.09192200557103,0,0.2785515320334262,2.2284122562674096,1.1142061281337048,0.8356545961002786,0.2785515320334262,0,0,0,0,1.1142061281337048,0,1.9498607242339834,3.3426183844011144,3.064066852367688,3.3426183844011144
E00154549,324,195,51,47,2,1,4,1,2,0,0,0,0,1,2,0,16,6,18,6,60.18518518518518,15.74074074074074,14.506172839506174,0.6172839506172839,0.30864197530864196,1.2345679012345678,0.30864197530864196,0.6172839506172839,0,0,0,0,0.30864197530864196,0.6172839506172839,0,4.938271604938271,1.8518518518518516,5.555555555555555,1.8518518518518516
E00154550,366,238,30,56,5,1,7,2,0,4,1,0,0,0,0,0,23,6,23,6,65.02732240437157,8.19672131147541,15.300546448087433,1.366120218579235,0.273224043715847,1.912568306010929,0.546448087431694,0,1.092896174863388,0.273224043715847,0,0,0,0,0,6.284153005464481,1.639344262295082,6.284153005464481,1.639344262295082
E00154551,371,254,37,46,3,1,3,1,1,0,1,0,0,0,1,0,18,8,19,8,68.46361185983828,9.973045822102426,12.398921832884097,0.8086253369272237,0.2695417789757413,0.8086253369272237,0.2695417789757413,0.2695417789757413,0,0.2695417789757413,0,0,0,0.2695417789757413,0,4.8517520215633425,2.15633423180593,5.121293800539084,2.15633423180593
