OA,ts0030001,ts0030002,ts0030003,ts0030004,ts0030005,ts0030006,ts0030007,ts0030008,ts0030009,ts0030010,ts0030011,ts0030012,ts0030013,ts0030014,ts0030015,ts0030016,ts0030017,ts0030018,ts0030019,ts0030020,ts0030021,ts0030022,ts0030002_PCT,ts0030003_PCT,ts0030004_PCT,ts0030005_PCT,ts0030006_PCT,ts0030007_PCT,ts0030008_PCT,ts0030009_PCT,ts0030010_PCT,ts0030011_PCT,ts0030012_PCT,ts0030013_PCT,ts0030014_PCT,ts0030015_PCT,ts0030016_PCT,ts0030017_PCT,ts0030018_PCT,ts0030019_PCT,ts0030020_PCT,ts0030021_PCT,ts0030022_PCT
E00154713,156,56,23,33,89,14,48,12,34,2,9,5,3,1,18,8,10,0,0,11,2,9,35.8974358974359,14.743589743589745,21.153846153846153,57.05128205128205,8.974358974358974,30.76923076923077,7.6923076923076925,21.794871794871796,1.282051282051282,5.769230769230769,3.205128205128205,1.9230769230769231,0.641025641025641,11.538461538461538,5.128205128205128,6.41025641025641,0,0,7.051282051282051,1.282051282051282,5.769230769230769
E00154714,121,36,34,2,82,16,42,16,21,5,13,5,4,4,11,6,5,0,0,3,1,2,29.75206611570248,28.09917355371901,1.6528925619834711,67.76859504132231,13.223140495867769,34.710743801652896,13.223140495867769,17.355371900826448,4.132231404958678,10.743801652892563,4.132231404958678,3.3057851239669422,3.3057851239669422,9.090909090909092,4.958677685950414,4.132231404958678,0,0,2.479338842975207,0.8264462809917356,1.6528925619834711
E00154717,124,29,22,7,90,14,50,18,24,8,12,4,7,1,11,8,3,3,3,5,1,4,23.387096774193548,17.741935483870968,5.64516129032258,72.58064516129032,11.29032258064516,40.32258064516129,14.516129032258066,19.35483870967742,6.451612903225806,9.67741935483871,3.225806451612903,5.64516129032258,0.8064516129032258,8.870967741935484,6.451612903225806,2.4193548387096775,2.4193548387096775,2.4193548387096775,4.032258064516129,0.8064516129032258,3.225806451612903
E00154720,141,22,13,9,114,11,74,10,48,16,17,10,6,1,12,7,5,0,0,5,2,3,15.602836879432624,9.219858156028367,6.382978723404255,80.85106382978722,7.801418439716312,52.4822695035461,7.092198581560284,34.04255319148936,11.347517730496454,12.056737588652481,7.092198581560284,4.25531914893617,0.7092198581560284,8.51063829787234,4.964539007092199,3.546099290780142,0,0,3.546099290780142,1.4184397163120568,2.127659574468085
E00154722,118,33,21,12,80,10,41,10,24,7,12,7,3,2,16,9,7,1,1,5,1,4,27.966101694915253,17.796610169491526,10.16949152542373,67.79661016949152,8.47457627118644,34.74576271186441,8.47457627118644,20.33898305084746,5.932203389830509,10.16949152542373,5.932203389830509,2.5423728813559325,1.694915254237288,13.559322033898304,7.627118644067797,5.932203389830509,0.847457627118644,0.847457627118644,4.23728813559322,0.847457627118644,3.389830508474576
E00154716,154,39,25,14,100,21,57,15,36,6,10,6,4,0,12,4,8,0,0,15,6,9,25.324675324675322,16.233766233766232,9.090909090909092,64.93506493506493,13.636363636363635,37.01298701298701,9.740259740259742,23.376623376623375,3.896103896103896,6.493506493506493,3.896103896103896,2.5974025974025974,0,7.792207792207792,2.5974025974025974,5.194805194805195,0,0,9.740259740259742,3.896103896103896,5.844155844155844
E00154721,136,28,19,9,103,13,59,19,32,8,16,7,9,0,14,6,8,1,1,5,1,4,20.588235294117645,13.970588235294118,6.61764705882353,75.73529411764706,9.558823529411764,43.38235294117647,13.970588235294118,23.52941176470588,5.88235294117647,11.76470588235294,5.147058823529411,6.61764705882353,0,10.294117647058822,4.411764705882353,5.88235294117647,0.7352941176470588,0.7352941176470588,3.6764705882352944,0.7352941176470588,2.941176470588235
E00154724,142,30,13,17,98,14,62,21,27,14,12,6,6,0,10,4,6,0,0,14,8,6,21.12676056338028,9.15492957746479,11.971830985915492,69.01408450704226,9.859154929577464,43.66197183098591,14.788732394366196,19.014084507042252,9.859154929577464,8.450704225352112,4.225352112676056,4.225352112676056,0,7.042253521126761,2.8169014084507045,4.225352112676056,0,0,9.859154929577464,5.633802816901409,4.225352112676056
E00154725,127,37,17,20,86,14,39,14,21,4,14,9,5,0,19,11,8,0,0,4,2,2,29.133858267716533,13.385826771653544,15.748031496062993,67.71653543307087,11.023622047244094,30.708661417322837,11.023622047244094,16.535433070866144,3.149606299212598,11.023622047244094,7.086614173228346,3.937007874015748,0,14.960629921259844,8.661417322834646,6.299212598425196,0,0,3.149606299212598,1.574803149606299,1.574803149606299
E00154726,125,44,14,30,75,8,32,13,18,1,15,12,3,0,19,11,8,1,1,6,2,4,35.199999999999996,11.200000000000001,24,60,6.4,25.6,10.4,14.399999999999999,0.8,12,9.6,2.4,0,15.2,8.799999999999999,6.4,0.8,0.8,4.8,1.6,3.2
