OA,ts0390001,ts0390002,ts0390003,ts0390004,ts0390005,ts0390006,ts0390007,ts0390008,ts0390009,ts0390002_PCT,ts0390003_PCT,ts0390004_PCT,ts0390005_PCT,ts0390006_PCT,ts0390007_PCT,ts0390008_PCT,ts0390009_PCT
E00142277,264,228,20,14,6,7,3,4,9,86.36363636363636,7.575757575757576,5.303030303030303,2.272727272727273,2.6515151515151514,1.1363636363636365,1.5151515151515151,3.4090909090909087
E00142278,286,253,13,12,1,6,3,3,14,88.46153846153845,4.545454545454546,4.195804195804196,0.34965034965034963,2.097902097902098,1.048951048951049,1.048951048951049,4.895104895104895
E00142279,293,265,6,4,2,5,3,2,17,90.44368600682594,2.04778156996587,1.3651877133105803,0.6825938566552902,1.7064846416382253,1.023890784982935,0.6825938566552902,5.802047781569966
E00142280,412,356,25,17,8,9,5,4,22,86.40776699029125,6.067961165048544,4.12621359223301,1.9417475728155338,2.1844660194174756,1.2135922330097086,0.9708737864077669,5.339805825242718
E00142281,343,316,7,6,1,7,2,5,13,92.12827988338192,2.0408163265306123,1.749271137026239,0.2915451895043732,2.0408163265306123,0.5830903790087464,1.4577259475218658,3.7900874635568513
E00142282,290,264,16,8,8,3,1,2,7,91.0344827586207,5.517241379310345,2.7586206896551726,2.7586206896551726,1.0344827586206897,0.3448275862068966,0.6896551724137931,2.413793103448276
E00142283,291,244,19,10,9,7,2,5,21,83.8487972508591,6.529209621993128,3.436426116838488,3.0927835051546393,2.405498281786942,0.6872852233676976,1.718213058419244,7.216494845360824
E00142284,332,307,14,8,6,6,4,2,5,92.46987951807229,4.216867469879518,2.4096385542168677,1.8072289156626504,1.8072289156626504,1.2048192771084338,0.6024096385542169,1.5060240963855422
E00142285,258,229,12,11,1,7,5,2,10,88.75968992248062,4.651162790697675,4.263565891472868,0.3875968992248062,2.7131782945736433,1.937984496124031,0.7751937984496124,3.875968992248062
E00142286,391,351,21,15,6,9,3,6,10,89.769820971867,5.3708439897698215,3.8363171355498724,1.5345268542199488,2.3017902813299234,0.7672634271099744,1.5345268542199488,2.557544757033248
E00142287,351,317,21,11,10,5,2,3,8,90.31339031339031,5.982905982905983,3.133903133903134,2.849002849002849,1.4245014245014245,0.5698005698005698,0.8547008547008548,2.2792022792022792
E00142289,174,162,4,3,1,3,1,2,5,93.10344827586206,2.2988505747126435,1.7241379310344827,0.5747126436781609,1.7241379310344827,0.5747126436781609,1.1494252873563218,2.8735632183908044
E00142290,360,337,11,7,4,10,0,10,2,93.61111111111111,3.0555555555555554,1.9444444444444444,1.1111111111111112,2.7777777777777777,0,2.7777777777777777,0.5555555555555556
E00142291,345,306,9,4,5,7,1,6,23,88.69565217391305,2.608695652173913,1.1594202898550725,1.4492753623188406,2.0289855072463765,0.2898550724637681,1.7391304347826086,6.666666666666667
E00142292,423,369,41,33,8,2,2,0,11,87.2340425531915,9.692671394799055,7.801418439716312,1.8912529550827424,0.4728132387706856,0.4728132387706856,0,2.6004728132387704
E00142293,276,231,13,7,6,9,4,5,23,83.69565217391305,4.710144927536232,2.536231884057971,2.1739130434782608,3.260869565217391,1.4492753623188406,1.8115942028985508,8.333333333333332
E00142294,279,248,19,16,3,6,3,3,6,88.88888888888889,6.810035842293908,5.734767025089606,1.0752688172043012,2.1505376344086025,1.0752688172043012,1.0752688172043012,2.1505376344086025
E00142295,270,244,7,4,3,7,6,1,12,90.37037037037037,2.5925925925925926,1.4814814814814816,1.1111111111111112,2.5925925925925926,2.2222222222222223,0.3703703703703704,4.444444444444445
E00142296,298,264,18,9,9,8,7,1,8,88.59060402684564,6.0402684563758395,3.0201342281879198,3.0201342281879198,2.684563758389262,2.348993288590604,0.33557046979865773,2.684563758389262
E00142297,293,253,21,15,6,7,5,2,12,86.3481228668942,7.167235494880546,5.1194539249146755,2.04778156996587,2.3890784982935154,1.7064846416382253,0.6825938566552902,4.09556313993174
E00142298,348,320,12,9,3,4,1,3,12,91.95402298850574,3.4482758620689653,2.586206896551724,0.8620689655172413,1.1494252873563218,0.28735632183908044,0.8620689655172413,3.4482758620689653
E00142299,491,451,20,17,3,6,1,5,14,91.85336048879837,4.0733197556008145,3.462321792260693,0.6109979633401221,1.2219959266802443,0.20366598778004072,1.0183299389002036,2.8513238289205702
E00142300,251,232,6,3,3,5,2,3,8,92.43027888446214,2.3904382470119523,1.1952191235059761,1.1952191235059761,1.9920318725099602,0.796812749003984,1.1952191235059761,3.187250996015936
E00142301,251,219,5,4,1,10,2,8,17,87.25099601593625,1.9920318725099602,1.593625498007968,0.398406374501992,3.9840637450199203,0.796812749003984,3.187250996015936,6.772908366533864
E00142302,251,222,8,5,3,9,5,4,12,88.44621513944223,3.187250996015936,1.9920318725099602,1.1952191235059761,3.5856573705179287,1.9920318725099602,1.593625498007968,4.780876494023905
E00142303,244,216,6,3,3,6,3,3,16,88.52459016393442,2.459016393442623,1.2295081967213115,1.2295081967213115,2.459016393442623,1.2295081967213115,1.2295081967213115,6.557377049180328
E00142304,552,504,19,11,8,12,4,8,17,91.30434782608695,3.4420289855072466,1.9927536231884055,1.4492753623188406,2.1739130434782608,0.7246376811594203,1.4492753623188406,3.0797101449275366
E00142307,227,198,17,13,4,5,3,2,7,87.22466960352423,7.488986784140969,5.726872246696035,1.762114537444934,2.2026431718061676,1.3215859030837005,0.881057268722467,3.0837004405286343
E00142311,248,219,13,8,5,5,2,3,11,88.30645161290323,5.241935483870968,3.225806451612903,2.0161290322580645,2.0161290322580645,0.8064516129032258,1.2096774193548387,4.435483870967742
E00142312,336,300,14,11,3,8,4,4,14,89.28571428571429,4.166666666666666,3.273809523809524,0.8928571428571428,2.380952380952381,1.1904761904761905,1.1904761904761905,4.166666666666666
E00142314,328,294,10,9,1,3,3,0,21,89.63414634146342,3.048780487804878,2.7439024390243905,0.3048780487804878,0.9146341463414633,0.9146341463414633,0,6.402439024390244
E00142315,327,293,19,15,4,7,3,4,8,89.60244648318043,5.81039755351682,4.587155963302752,1.2232415902140672,2.1406727828746175,0.9174311926605505,1.2232415902140672,2.4464831804281344
E00142316,273,256,4,4,0,3,0,3,10,93.77289377289377,1.465201465201465,1.465201465201465,0,1.098901098901099,0,1.098901098901099,3.6630036630036633
E00142317,299,272,11,8,3,6,5,1,10,90.96989966555184,3.678929765886288,2.6755852842809364,1.0033444816053512,2.0066889632107023,1.6722408026755853,0.33444816053511706,3.3444816053511706
E00142318,251,216,10,8,2,11,6,5,14,86.05577689243027,3.9840637450199203,3.187250996015936,0.796812749003984,4.382470119521913,2.3904382470119523,1.9920318725099602,5.577689243027888
E00142319,228,196,19,12,7,3,2,1,10,85.96491228070175,8.333333333333332,5.263157894736842,3.070175438596491,1.3157894736842104,0.8771929824561403,0.43859649122807015,4.385964912280701
