OA,ts0450001,ts0450002,ts0450003,ts0450004,ts0450005,ts0450002_PCT,ts0450003_PCT,ts0450004_PCT,ts0450005_PCT
E00024141,133,16,54,52,11,12.030075187969924,40.6015037593985,39.097744360902254,8.270676691729323
E00024142,111,11,57,33,10,9.90990990990991,51.35135135135135,29.72972972972973,9.00900900900901
E00024143,127,25,54,37,11,19.68503937007874,42.51968503937008,29.133858267716533,8.661417322834646
E00024144,120,15,59,40,6,12.5,49.166666666666664,33.33333333333333,5
E00024145,131,9,57,47,18,6.870229007633588,43.51145038167939,35.87786259541985,13.740458015267176
E00024146,126,9,65,40,12,7.142857142857142,51.587301587301596,31.746031746031743,9.523809523809524
E00024147,131,9,62,41,19,6.870229007633588,47.32824427480916,31.297709923664126,14.50381679389313
E00024148,122,6,44,51,21,4.918032786885246,36.0655737704918,41.80327868852459,17.21311475409836
E00024150,108,18,51,35,4,16.666666666666664,47.22222222222222,32.407407407407405,3.7037037037037033
E00024151,114,24,40,42,8,21.052631578947366,35.08771929824561,36.84210526315789,7.017543859649122
E00024152,144,62,66,15,1,43.05555555555556,45.83333333333333,10.416666666666668,0.6944444444444444
E00024153,111,22,43,42,4,19.81981981981982,38.73873873873874,37.83783783783784,3.6036036036036037
E00024154,126,22,45,48,11,17.46031746031746,35.714285714285715,38.095238095238095,8.73015873015873
E00024155,114,43,47,13,11,37.719298245614034,41.228070175438596,11.403508771929824,9.649122807017543
E00024156,160,65,53,32,10,40.625,33.125,20,6.25
E00024157,121,15,50,50,6,12.396694214876034,41.32231404958678,41.32231404958678,4.958677685950414
E00024158,135,53,58,21,3,39.25925925925926,42.96296296296296,15.555555555555555,2.2222222222222223
E00024159,122,22,57,35,8,18.0327868852459,46.72131147540984,28.688524590163933,6.557377049180328
E00024160,124,40,56,20,8,32.25806451612903,45.16129032258064,16.129032258064516,6.451612903225806
E00024161,152,32,86,33,1,21.052631578947366,56.57894736842105,21.710526315789476,0.6578947368421052
E00024162,135,32,53,37,13,23.703703703703706,39.25925925925926,27.40740740740741,9.62962962962963
E00024163,127,61,44,14,8,48.031496062992126,34.645669291338585,11.023622047244094,6.299212598425196
E00024164,178,41,84,42,11,23.03370786516854,47.19101123595505,23.595505617977526,6.179775280898876
E00024165,113,59,41,12,1,52.21238938053098,36.283185840707965,10.619469026548673,0.8849557522123894
E00024166,135,38,51,36,10,28.14814814814815,37.77777777777778,26.666666666666668,7.4074074074074066
E00024167,135,28,49,43,15,20.74074074074074,36.2962962962963,31.851851851851855,11.11111111111111
E00024168,143,48,68,19,8,33.56643356643357,47.55244755244755,13.286713286713287,5.594405594405594
E00024169,129,50,56,22,1,38.759689922480625,43.41085271317829,17.05426356589147,0.7751937984496124
E00024170,136,33,64,27,12,24.264705882352942,47.05882352941176,19.852941176470587,8.823529411764707
E00024171,166,24,64,50,28,14.457831325301203,38.55421686746988,30.120481927710845,16.867469879518072
E00024172,134,59,61,11,3,44.02985074626866,45.52238805970149,8.208955223880597,2.2388059701492535
E00024173,133,76,36,17,4,57.14285714285714,27.06766917293233,12.781954887218044,3.007518796992481
E00024175,125,34,57,29,5,27.200000000000003,45.6,23.200000000000003,4
E00024176,121,11,38,54,18,9.090909090909092,31.40495867768595,44.62809917355372,14.87603305785124
E00024177,145,5,34,81,25,3.4482758620689653,23.448275862068964,55.86206896551724,17.24137931034483
E00024178,121,2,34,65,20,1.6528925619834711,28.09917355371901,53.71900826446281,16.528925619834713
E00024179,142,12,53,51,26,8.450704225352112,37.32394366197183,35.91549295774648,18.30985915492958
E00024180,128,16,52,44,16,12.5,40.625,34.375,12.5
E00024181,102,6,24,49,23,5.88235294117647,23.52941176470588,48.03921568627451,22.54901960784314
E00024182,103,10,34,37,22,9.70873786407767,33.00970873786408,35.92233009708738,21.35922330097087
E00024183,186,9,91,73,13,4.838709677419355,48.924731182795696,39.247311827956985,6.989247311827956
E00024184,116,10,51,38,17,8.620689655172415,43.96551724137931,32.758620689655174,14.655172413793101
E00024185,115,26,58,24,7,22.608695652173914,50.43478260869565,20.869565217391305,6.086956521739131
E00024186,132,13,51,48,20,9.848484848484848,38.63636363636363,36.36363636363637,15.151515151515152
E00024187,124,11,50,49,14,8.870967741935484,40.32258064516129,39.516129032258064,11.29032258064516
E00024188,113,7,44,44,18,6.1946902654867255,38.93805309734513,38.93805309734513,15.929203539823009
E00024190,125,23,72,21,9,18.4,57.599999999999994,16.8,7.199999999999999
E00024191,126,36,59,23,8,28.57142857142857,46.82539682539682,18.253968253968253,6.349206349206349
E00024192,199,31,80,73,15,15.577889447236181,40.20100502512563,36.68341708542713,7.537688442211055
E00024193,145,21,60,47,17,14.482758620689657,41.37931034482759,32.41379310344827,11.724137931034482
E00024194,135,20,49,52,14,14.814814814814813,36.2962962962963,38.51851851851852,10.37037037037037
E00024195,120,14,52,35,19,11.666666666666666,43.333333333333336,29.166666666666668,15.833333333333332
E00024196,125,20,58,37,10,16,46.400000000000006,29.599999999999998,8
E00024197,127,16,58,42,11,12.598425196850393,45.66929133858268,33.07086614173229,8.661417322834646
E00024198,125,14,51,47,13,11.200000000000001,40.8,37.6,10.4
E00024200,147,26,68,44,9,17.687074829931973,46.25850340136054,29.931972789115648,6.122448979591836
E00024201,133,11,52,52,18,8.270676691729323,39.097744360902254,39.097744360902254,13.533834586466165
E00024202,136,20,55,46,15,14.705882352941178,40.44117647058824,33.82352941176471,11.029411764705882
E00024203,134,19,60,45,10,14.17910447761194,44.776119402985074,33.582089552238806,7.462686567164178
E00024204,110,18,48,40,4,16.363636363636363,43.63636363636363,36.36363636363637,3.6363636363636362
E00024205,135,25,66,36,8,18.51851851851852,48.888888888888886,26.666666666666668,5.9259259259259265
E00024206,124,26,60,29,9,20.967741935483872,48.38709677419355,23.387096774193548,7.258064516129033
E00024207,136,22,65,39,10,16.176470588235293,47.794117647058826,28.676470588235293,7.352941176470589
E00024208,230,42,93,84,11,18.26086956521739,40.43478260869565,36.52173913043478,4.782608695652174
E00024210,134,20,69,36,9,14.925373134328357,51.49253731343284,26.865671641791046,6.7164179104477615
E00024211,136,16,64,43,13,11.76470588235294,47.05882352941176,31.61764705882353,9.558823529411764
E00024212,126,26,51,40,9,20.634920634920633,40.476190476190474,31.746031746031743,7.142857142857142
E00024213,122,32,59,28,3,26.229508196721312,48.36065573770492,22.950819672131146,2.459016393442623
E00024215,153,42,77,27,7,27.450980392156865,50.326797385620914,17.647058823529413,4.57516339869281
E00024216,158,32,87,27,12,20.253164556962027,55.06329113924051,17.088607594936708,7.59493670886076
E00024217,133,17,70,39,7,12.781954887218044,52.63157894736842,29.32330827067669,5.263157894736842
E00024218,161,60,77,22,2,37.267080745341616,47.82608695652174,13.664596273291925,1.2422360248447204
E00024219,197,9,52,102,34,4.568527918781726,26.39593908629442,51.776649746192895,17.258883248730964
E00024220,93,36,48,7,2,38.70967741935484,51.61290322580645,7.526881720430108,2.1505376344086025
E00024221,115,23,62,23,7,20,53.91304347826087,20,6.086956521739131
E00024222,184,30,95,48,11,16.304347826086957,51.63043478260869,26.08695652173913,5.978260869565218
E00024223,197,37,95,46,19,18.781725888324875,48.223350253807105,23.3502538071066,9.644670050761421
E00024224,167,30,89,40,8,17.964071856287426,53.293413173652695,23.952095808383234,4.790419161676647
E00024225,193,29,82,62,20,15.025906735751295,42.487046632124354,32.12435233160622,10.362694300518134
E00024226,111,14,54,30,13,12.612612612612612,48.64864864864865,27.027027027027028,11.711711711711711
E00024227,132,10,71,38,13,7.575757575757576,53.78787878787878,28.78787878787879,9.848484848484848
E00024228,148,20,68,40,20,13.513513513513514,45.94594594594595,27.027027027027028,13.513513513513514
E00024229,142,44,64,29,5,30.985915492957744,45.07042253521127,20.422535211267608,3.5211267605633805
E00024230,122,28,51,34,9,22.950819672131146,41.80327868852459,27.86885245901639,7.377049180327869
E00024231,118,42,45,23,8,35.59322033898305,38.13559322033898,19.491525423728813,6.779661016949152
E00024232,113,26,56,27,4,23.008849557522122,49.557522123893804,23.893805309734514,3.5398230088495577
E00024233,125,11,46,56,12,8.799999999999999,36.8,44.800000000000004,9.6
E00024234,124,9,25,64,26,7.258064516129033,20.161290322580644,51.61290322580645,20.967741935483872
E00024235,150,28,81,25,16,18.666666666666668,54,16.666666666666664,10.666666666666668
E00024236,159,32,59,58,10,20.125786163522015,37.10691823899371,36.477987421383645,6.289308176100629
E00024237,121,15,47,42,17,12.396694214876034,38.84297520661157,34.710743801652896,14.049586776859504
E00024238,199,51,93,45,10,25.628140703517587,46.733668341708544,22.613065326633166,5.025125628140704
E00024239,147,11,51,69,16,7.482993197278912,34.69387755102041,46.93877551020408,10.884353741496598
E00024240,119,15,50,38,16,12.605042016806722,42.016806722689076,31.932773109243694,13.445378151260504
E00024241,132,30,72,25,5,22.727272727272727,54.54545454545454,18.939393939393938,3.787878787878788
E00024242,134,15,67,44,8,11.194029850746269,50,32.83582089552239,5.970149253731343
E00024243,126,13,57,46,10,10.317460317460316,45.23809523809524,36.507936507936506,7.936507936507936
E00024244,116,18,43,40,15,15.517241379310345,37.06896551724138,34.48275862068966,12.931034482758621
E00024245,117,26,54,33,4,22.22222222222222,46.15384615384615,28.205128205128204,3.418803418803419
E00024246,132,12,55,50,15,9.090909090909092,41.66666666666667,37.878787878787875,11.363636363636363
E00024247,125,11,46,61,7,8.799999999999999,36.8,48.8,5.6000000000000005
E00024248,127,17,50,46,14,13.385826771653544,39.37007874015748,36.22047244094488,11.023622047244094
E00024249,123,8,53,46,16,6.504065040650407,43.08943089430895,37.39837398373984,13.008130081300814
E00024250,129,11,60,46,12,8.527131782945736,46.51162790697674,35.65891472868217,9.30232558139535
E00024251,130,12,36,57,25,9.230769230769232,27.692307692307693,43.84615384615385,19.230769230769234
E00024252,155,16,70,54,15,10.32258064516129,45.16129032258064,34.83870967741935,9.67741935483871
E00024253,107,22,45,31,9,20.5607476635514,42.05607476635514,28.971962616822427,8.411214953271028
E00024254,117,72,31,11,3,61.53846153846154,26.495726495726498,9.401709401709402,2.564102564102564
E00024255,134,59,52,18,5,44.02985074626866,38.80597014925373,13.432835820895523,3.731343283582089
E00024256,141,67,60,13,1,47.5177304964539,42.5531914893617,9.219858156028367,0.7092198581560284
E00024257,120,66,34,16,4,55.00000000000001,28.333333333333332,13.333333333333334,3.3333333333333335
E00024258,124,50,47,20,7,40.32258064516129,37.903225806451616,16.129032258064516,5.64516129032258
E00024259,126,5,36,62,23,3.968253968253968,28.57142857142857,49.2063492063492,18.253968253968253
E00024260,101,14,30,38,19,13.861386138613863,29.7029702970297,37.62376237623762,18.81188118811881
E00024261,125,0,44,60,21,0,35.199999999999996,48,16.8
E00024262,113,6,50,37,20,5.3097345132743365,44.24778761061947,32.743362831858406,17.699115044247787
E00024263,156,24,69,51,12,15.384615384615385,44.230769230769226,32.69230769230769,7.6923076923076925
E00024264,118,14,45,45,14,11.864406779661017,38.13559322033898,38.13559322033898,11.864406779661017
E00024265,129,16,49,47,17,12.4031007751938,37.98449612403101,36.434108527131784,13.178294573643413
E00024266,115,12,48,42,13,10.434782608695652,41.73913043478261,36.52173913043478,11.304347826086957
E00024267,119,13,44,54,8,10.92436974789916,36.97478991596639,45.378151260504204,6.722689075630252
E00024268,125,21,56,34,14,16.8,44.800000000000004,27.200000000000003,11.200000000000001
E00024269,131,9,48,57,17,6.870229007633588,36.6412213740458,43.51145038167939,12.977099236641221
