OA,ts0030001,ts0030002,ts0030003,ts0030004,ts0030005,ts0030006,ts0030007,ts0030008,ts0030009,ts0030010,ts0030011,ts0030012,ts0030013,ts0030014,ts0030015,ts0030016,ts0030017,ts0030018,ts0030019,ts0030020,ts0030021,ts0030022,ts0030002_PCT,ts0030003_PCT,ts0030004_PCT,ts0030005_PCT,ts0030006_PCT,ts0030007_PCT,ts0030008_PCT,ts0030009_PCT,ts0030010_PCT,ts0030011_PCT,ts0030012_PCT,ts0030013_PCT,ts0030014_PCT,ts0030015_PCT,ts0030016_PCT,ts0030017_PCT,ts0030018_PCT,ts0030019_PCT,ts0030020_PCT,ts0030021_PCT,ts0030022_PCT
E00159836,172,39,34,5,122,31,68,16,34,18,18,8,8,2,4,1,3,1,1,11,7,4,22.674418604651162,19.767441860465116,2.9069767441860463,70.93023255813954,18.023255813953487,39.53488372093023,9.30232558139535,19.767441860465116,10.465116279069768,10.465116279069768,4.651162790697675,4.651162790697675,1.1627906976744187,2.3255813953488373,0.5813953488372093,1.744186046511628,0.5813953488372093,0.5813953488372093,6.395348837209303,4.069767441860465,2.3255813953488373
E00159839,127,27,17,10,90,11,52,6,36,10,14,4,7,3,12,6,6,1,1,10,5,5,21.25984251968504,13.385826771653544,7.874015748031496,70.86614173228347,8.661417322834646,40.94488188976378,4.724409448818897,28.346456692913385,7.874015748031496,11.023622047244094,3.149606299212598,5.511811023622047,2.3622047244094486,9.448818897637794,4.724409448818897,4.724409448818897,0.7874015748031495,0.7874015748031495,7.874015748031496,3.937007874015748,3.937007874015748
E00159840,123,35,20,15,76,16,37,9,12,16,13,6,7,0,10,3,7,0,0,12,4,8,28.455284552845526,16.260162601626014,12.195121951219512,61.78861788617886,13.008130081300814,30.081300813008134,7.317073170731707,9.75609756097561,13.008130081300814,10.569105691056912,4.878048780487805,5.691056910569105,0,8.130081300813007,2.4390243902439024,5.691056910569105,0,0,9.75609756097561,3.2520325203252036,6.504065040650407
E00159841,132,42,29,13,76,16,39,16,12,11,10,0,6,4,11,5,6,0,0,14,5,9,31.818181818181817,21.96969696969697,9.848484848484848,57.57575757575758,12.121212121212121,29.545454545454547,12.121212121212121,9.090909090909092,8.333333333333332,7.575757575757576,0,4.545454545454546,3.0303030303030303,8.333333333333332,3.787878787878788,4.545454545454546,0,0,10.606060606060606,3.787878787878788,6.8181818181818175
E00159852,121,38,19,19,72,4,39,7,18,14,15,4,10,1,13,6,7,1,1,11,5,6,31.40495867768595,15.702479338842975,15.702479338842975,59.50413223140496,3.3057851239669422,32.231404958677686,5.785123966942149,14.87603305785124,11.570247933884298,12.396694214876034,3.3057851239669422,8.264462809917356,0.8264462809917356,10.743801652892563,4.958677685950414,5.785123966942149,0.8264462809917356,0.8264462809917356,9.090909090909092,4.132231404958678,4.958677685950414
E00159856,127,22,15,7,96,13,46,15,21,10,22,8,12,2,13,7,6,2,2,9,7,2,17.322834645669293,11.811023622047244,5.511811023622047,75.59055118110236,10.236220472440944,36.22047244094488,11.811023622047244,16.535433070866144,7.874015748031496,17.322834645669293,6.299212598425196,9.448818897637794,1.574803149606299,10.236220472440944,5.511811023622047,4.724409448818897,1.574803149606299,1.574803149606299,7.086614173228346,5.511811023622047,1.574803149606299
E00159859,119,24,14,10,85,7,45,11,18,16,18,1,14,3,15,6,9,0,0,10,3,7,20.168067226890756,11.76470588235294,8.403361344537815,71.42857142857143,5.88235294117647,37.81512605042017,9.243697478991598,15.126050420168067,13.445378151260504,15.126050420168067,0.8403361344537815,11.76470588235294,2.5210084033613445,12.605042016806722,5.042016806722689,7.563025210084033,0,0,8.403361344537815,2.5210084033613445,5.88235294117647
E00159861,128,35,12,23,72,9,36,9,21,6,12,7,4,1,11,7,4,4,4,21,12,9,27.34375,9.375,17.96875,56.25,7.03125,28.125,7.03125,16.40625,4.6875,9.375,5.46875,3.125,0.78125,8.59375,5.46875,3.125,3.125,3.125,16.40625,9.375,7.03125
E00159848,133,22,18,4,97,18,54,14,28,12,14,4,10,0,10,4,6,1,1,14,3,11,16.541353383458645,13.533834586466165,3.007518796992481,72.93233082706767,13.533834586466165,40.6015037593985,10.526315789473683,21.052631578947366,9.022556390977442,10.526315789473683,3.007518796992481,7.518796992481203,0,7.518796992481203,3.007518796992481,4.511278195488721,0.7518796992481203,0.7518796992481203,10.526315789473683,2.2556390977443606,8.270676691729323
E00159849,133,31,24,7,98,17,52,14,24,14,13,6,7,0,16,7,9,0,0,4,2,2,23.308270676691727,18.045112781954884,5.263157894736842,73.68421052631578,12.781954887218044,39.097744360902254,10.526315789473683,18.045112781954884,10.526315789473683,9.774436090225564,4.511278195488721,5.263157894736842,0,12.030075187969924,5.263157894736842,6.7669172932330826,0,0,3.007518796992481,1.5037593984962405,1.5037593984962405
