OA,ts0210001,ts0210002,ts0210003,ts0210004,ts0210005,ts0210006,ts0210007,ts0210008,ts0210009,ts0210010,ts0210011,ts0210012,ts0210013,ts0210014,ts0210015,ts0210016,ts0210017,ts0210018,ts0210019,ts0210020,ts0210021,ts0210022,ts0210023,ts0210024,ts0210025,ts0210002_PCT,ts0210003_PCT,ts0210004_PCT,ts0210005_PCT,ts0210006_PCT,ts0210007_PCT,ts0210008_PCT,ts0210009_PCT,ts0210010_PCT,ts0210011_PCT,ts0210012_PCT,ts0210013_PCT,ts0210014_PCT,ts0210015_PCT,ts0210016_PCT,ts0210017_PCT,ts0210018_PCT,ts0210019_PCT,ts0210020_PCT,ts0210021_PCT,ts0210022_PCT,ts0210023_PCT,ts0210024_PCT,ts0210025_PCT
W00002268,360,2,0,0,2,0,0,0,0,0,0,1,0,1,0,0,355,345,3,0,0,7,2,0,2,0.5555555555555556,0,0,0.5555555555555556,0,0,0,0,0,0,0.2777777777777778,0,0.2777777777777778,0,0,98.61111111111111,95.83333333333334,0.8333333333333334,0,0,1.9444444444444444,0.5555555555555556,0,0.5555555555555556
W00002269,291,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,290,284,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3436426116838488,0,0.3436426116838488,0,0,99.65635738831615,97.59450171821305,0,0,0,2.0618556701030926,0,0,0
W00002270,167,5,0,0,0,0,5,2,0,0,2,0,0,0,0,0,160,160,0,0,0,0,0,0,0,2.9940119760479043,0,0,0,0,2.9940119760479043,1.1976047904191618,0,0,1.1976047904191618,0,0,0,0,0,95.80838323353294,95.80838323353294,0,0,0,0,0,0,0
W00002271,242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,241,237,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4132231404958678,0,0,0,0.4132231404958678,99.58677685950413,97.93388429752066,1.6528925619834711,0,0,0,0,0,0
W00002272,363,3,0,0,0,0,3,0,0,0,0,5,1,1,0,3,355,347,7,0,0,1,0,0,0,0.8264462809917356,0,0,0,0,0.8264462809917356,0,0,0,0,1.3774104683195594,0.27548209366391185,0.27548209366391185,0,0.8264462809917356,97.7961432506887,95.59228650137742,1.9283746556473829,0,0,0.27548209366391185,0,0,0
W00002273,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,248,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,98.4126984126984,0.3968253968253968,0,0,1.1904761904761905,0,0,0
W00002274,393,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,389,383,1,0,0,5,1,0,1,0.5089058524173028,0,0,0.2544529262086514,0,0.2544529262086514,0,0,0,0,0.2544529262086514,0,0,0,0.2544529262086514,98.9821882951654,97.45547073791349,0.2544529262086514,0,0,1.2722646310432568,0.2544529262086514,0,0.2544529262086514
W00002275,431,0,0,0,0,0,0,0,0,0,0,9,1,1,5,2,421,419,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2.088167053364269,0.23201856148491878,0.23201856148491878,1.160092807424594,0.46403712296983757,97.6798143851508,97.21577726218096,0,0,0,0.46403712296983757,0.23201856148491878,0,0.23201856148491878
W00002276,346,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,344,342,1,0,0,1,0,0,0,0.5780346820809248,0,0,0,0,0.5780346820809248,0,0,0,0,0,0,0,0,0,99.42196531791907,98.84393063583815,0.2890173410404624,0,0,0.2890173410404624,0,0,0
W00002277,347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,346,341,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2881844380403458,0,0,0,0.2881844380403458,99.71181556195965,98.27089337175792,0.2881844380403458,0,0,1.1527377521613833,0,0,0
W00002278,282,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,279,277,0,0,0,2,0,0,0,0.3546099290780142,0,0.3546099290780142,0,0,0,0.3546099290780142,0,0.3546099290780142,0,0.3546099290780142,0,0,0.3546099290780142,0,98.93617021276596,98.22695035460993,0,0,0,0.7092198581560284,0,0,0
W00002279,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,362,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97.83783783783784,0,0,0,2.1621621621621623,0,0,0
W00002280,288,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,286,279,0,0,1,6,1,0,1,0,0,0,0,0,0,0.3472222222222222,0.3472222222222222,0,0,0,0,0,0,0,99.30555555555556,96.875,0,0,0.3472222222222222,2.083333333333333,0.3472222222222222,0,0.3472222222222222
W00002281,342,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,339,332,1,0,0,6,0,0,0,0.5847953216374269,0.29239766081871343,0,0,0,0.29239766081871343,0,0,0,0,0.29239766081871343,0,0,0,0.29239766081871343,99.12280701754386,97.07602339181285,0.29239766081871343,0,0,1.7543859649122806,0,0,0
W00002282,363,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,360,350,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8264462809917356,0.8264462809917356,0,0,0,99.17355371900827,96.41873278236915,1.9283746556473829,0,0,0.8264462809917356,0,0,0
