OA,ts007a0001,ts007a0002,ts007a0003,ts007a0004,ts007a0005,ts007a0006,ts007a0007,ts007a0008,ts007a0009,ts007a0010,ts007a0011,ts007a0012,ts007a0013,ts007a0014,ts007a0015,ts007a0016,ts007a0017,ts007a0018,ts007a0019,ts007a0002_PCT,ts007a0003_PCT,ts007a0004_PCT,ts007a0005_PCT,ts007a0006_PCT,ts007a0007_PCT,ts007a0008_PCT,ts007a0009_PCT,ts007a0010_PCT,ts007a0011_PCT,ts007a0012_PCT,ts007a0013_PCT,ts007a0014_PCT,ts007a0015_PCT,ts007a0016_PCT,ts007a0017_PCT,ts007a0018_PCT,ts007a0019_PCT
W00002268,361,25,21,21,26,14,24,21,23,31,15,27,22,20,21,20,5,11,14,6.9252077562326875,5.8171745152354575,5.8171745152354575,7.202216066481995,3.8781163434903045,6.64819944598338,5.8171745152354575,6.3711911357340725,8.587257617728532,4.1551246537396125,7.479224376731302,6.094182825484765,5.540166204986149,5.8171745152354575,5.540166204986149,1.3850415512465373,3.0470914127423825,3.8781163434903045
W00002269,291,9,15,9,12,7,15,13,13,8,20,20,35,29,30,18,15,17,6,3.0927835051546393,5.154639175257731,3.0927835051546393,4.123711340206185,2.405498281786942,5.154639175257731,4.4673539518900345,4.4673539518900345,2.7491408934707904,6.872852233676976,6.872852233676976,12.027491408934708,9.965635738831615,10.309278350515463,6.185567010309279,5.154639175257731,5.841924398625429,2.0618556701030926
W00002270,167,16,9,5,8,9,10,10,14,7,6,17,13,12,12,6,8,1,4,9.580838323353294,5.389221556886228,2.9940119760479043,4.790419161676647,5.389221556886228,5.9880239520958085,5.9880239520958085,8.383233532934131,4.191616766467066,3.592814371257485,10.179640718562874,7.784431137724551,7.18562874251497,7.18562874251497,3.592814371257485,4.790419161676647,0.5988023952095809,2.3952095808383236
W00002271,239,2,9,10,5,6,6,9,12,6,12,17,24,18,29,23,23,22,6,0.8368200836820083,3.765690376569038,4.184100418410042,2.092050209205021,2.510460251046025,2.510460251046025,3.765690376569038,5.02092050209205,2.510460251046025,5.02092050209205,7.112970711297072,10.0418410041841,7.531380753138076,12.133891213389122,9.623430962343097,9.623430962343097,9.205020920502092,2.510460251046025
W00002272,360,21,18,27,18,11,20,11,23,26,26,26,25,26,29,22,16,7,8,5.833333333333333,5,7.5,5,3.0555555555555554,5.555555555555555,3.0555555555555554,6.388888888888888,7.222222222222221,7.222222222222221,7.222222222222221,6.944444444444445,7.222222222222221,8.055555555555555,6.111111111111111,4.444444444444445,1.9444444444444444,2.2222222222222223
W00002273,255,6,3,11,11,11,8,6,7,8,14,24,31,31,23,19,18,13,11,2.3529411764705883,1.1764705882352942,4.313725490196078,4.313725490196078,4.313725490196078,3.1372549019607843,2.3529411764705883,2.7450980392156863,3.1372549019607843,5.490196078431373,9.411764705882353,12.156862745098039,12.156862745098039,9.019607843137255,7.450980392156863,7.0588235294117645,5.098039215686274,4.313725490196078
W00002274,399,22,19,19,28,9,20,8,27,20,25,29,33,33,41,24,17,13,12,5.513784461152882,4.761904761904762,4.761904761904762,7.017543859649122,2.2556390977443606,5.012531328320802,2.0050125313283207,6.7669172932330826,5.012531328320802,6.265664160401002,7.268170426065162,8.270676691729323,8.270676691729323,10.275689223057643,6.015037593984962,4.260651629072681,3.258145363408521,3.007518796992481
W00002275,431,12,20,24,38,17,22,14,11,12,40,42,38,35,24,37,23,13,9,2.784222737819025,4.640371229698376,5.56844547563805,8.816705336426914,3.944315545243619,5.104408352668213,3.248259860788863,2.5522041763341066,2.784222737819025,9.280742459396752,9.744779582366588,8.816705336426914,8.120649651972158,5.56844547563805,8.584686774941995,5.336426914153132,3.0162412993039442,2.088167053364269
W00002276,344,20,18,12,24,18,14,9,10,9,30,18,27,23,28,29,26,16,13,5.813953488372093,5.232558139534884,3.488372093023256,6.976744186046512,5.232558139534884,4.069767441860465,2.616279069767442,2.9069767441860463,2.616279069767442,8.720930232558139,5.232558139534884,7.848837209302325,6.686046511627906,8.13953488372093,8.430232558139535,7.55813953488372,4.651162790697675,3.77906976744186
W00002277,347,9,16,7,10,16,21,11,16,10,20,34,26,41,31,31,20,16,12,2.5936599423631126,4.610951008645533,2.0172910662824206,2.881844380403458,4.610951008645533,6.051873198847262,3.170028818443804,4.610951008645533,2.881844380403458,5.763688760806916,9.798270893371757,7.492795389048991,11.815561959654179,8.93371757925072,8.93371757925072,5.763688760806916,4.610951008645533,3.45821325648415
W00002278,283,14,19,15,4,14,14,14,9,11,16,17,47,20,16,15,17,8,13,4.946996466431095,6.713780918727916,5.30035335689046,1.4134275618374559,4.946996466431095,4.946996466431095,4.946996466431095,3.180212014134275,3.8869257950530036,5.6537102473498235,6.007067137809187,16.607773851590103,7.06713780918728,5.6537102473498235,5.30035335689046,6.007067137809187,2.8268551236749118,4.593639575971731
W00002279,365,15,22,15,21,10,5,16,21,20,21,20,29,42,40,34,17,13,4,4.10958904109589,6.027397260273973,4.10958904109589,5.7534246575342465,2.73972602739726,1.36986301369863,4.383561643835616,5.7534246575342465,5.47945205479452,5.7534246575342465,5.47945205479452,7.9452054794520555,11.506849315068493,10.95890410958904,9.315068493150685,4.657534246575342,3.5616438356164384,1.095890410958904
W00002280,291,8,13,17,15,10,18,11,19,11,15,15,22,20,12,34,22,7,22,2.7491408934707904,4.4673539518900345,5.841924398625429,5.154639175257731,3.436426116838488,6.185567010309279,3.7800687285223367,6.529209621993128,3.7800687285223367,5.154639175257731,5.154639175257731,7.560137457044673,6.872852233676976,4.123711340206185,11.683848797250858,7.560137457044673,2.405498281786942,7.560137457044673
W00002281,341,24,18,15,14,11,15,24,14,21,12,24,25,36,23,27,15,13,10,7.038123167155426,5.278592375366569,4.398826979472141,4.105571847507331,3.225806451612903,4.398826979472141,7.038123167155426,4.105571847507331,6.158357771260997,3.519061583577713,7.038123167155426,7.331378299120235,10.557184750733137,6.744868035190615,7.9178885630498534,4.398826979472141,3.812316715542522,2.932551319648094
W00002282,365,15,18,15,16,22,12,14,14,15,23,28,40,45,31,27,15,6,9,4.10958904109589,4.931506849315069,4.10958904109589,4.383561643835616,6.027397260273973,3.287671232876712,3.8356164383561646,3.8356164383561646,4.10958904109589,6.301369863013699,7.671232876712329,10.95890410958904,12.32876712328767,8.493150684931507,7.397260273972603,4.10958904109589,1.643835616438356,2.4657534246575343
W00002283,351,13,17,11,11,22,20,16,19,10,16,18,35,26,26,34,24,16,17,3.7037037037037033,4.843304843304843,3.133903133903134,3.133903133903134,6.267806267806268,5.698005698005698,4.5584045584045585,5.413105413105413,2.849002849002849,4.5584045584045585,5.128205128205128,9.971509971509972,7.4074074074074066,7.4074074074074066,9.686609686609685,6.837606837606838,4.5584045584045585,4.843304843304843
W00002284,364,9,18,20,8,10,9,14,18,13,24,30,26,41,23,36,31,19,15,2.4725274725274726,4.945054945054945,5.4945054945054945,2.197802197802198,2.7472527472527473,2.4725274725274726,3.8461538461538463,4.945054945054945,3.571428571428571,6.593406593406594,8.241758241758241,7.142857142857142,11.263736263736265,6.318681318681318,9.89010989010989,8.516483516483516,5.21978021978022,4.1208791208791204
W00002285,407,29,24,18,13,14,20,22,21,13,17,33,28,47,32,20,26,17,13,7.125307125307126,5.896805896805897,4.422604422604422,3.194103194103194,3.43980343980344,4.914004914004914,5.405405405405405,5.159705159705159,3.194103194103194,4.176904176904177,8.108108108108109,6.87960687960688,11.547911547911548,7.862407862407863,4.914004914004914,6.388206388206388,4.176904176904177,3.194103194103194
W00002286,299,16,15,15,12,10,16,15,13,18,12,18,28,27,34,19,14,10,7,5.351170568561873,5.016722408026756,5.016722408026756,4.013377926421405,3.3444816053511706,5.351170568561873,5.016722408026756,4.3478260869565215,6.0200668896321075,4.013377926421405,6.0200668896321075,9.364548494983277,9.03010033444816,11.37123745819398,6.354515050167224,4.682274247491638,3.3444816053511706,2.341137123745819
W00002287,329,4,16,23,14,19,13,11,9,14,17,29,45,36,24,27,11,11,6,1.21580547112462,4.86322188449848,6.990881458966565,4.25531914893617,5.775075987841945,3.951367781155015,3.343465045592705,2.735562310030395,4.25531914893617,5.167173252279635,8.814589665653495,13.677811550151976,10.94224924012158,7.29483282674772,8.206686930091186,3.343465045592705,3.343465045592705,1.82370820668693
W00002288,298,12,10,10,17,20,13,15,15,8,18,21,27,35,33,25,13,6,0,4.026845637583892,3.3557046979865772,3.3557046979865772,5.704697986577181,6.7114093959731544,4.3624161073825505,5.033557046979865,5.033557046979865,2.684563758389262,6.0402684563758395,7.046979865771812,9.060402684563758,11.74496644295302,11.073825503355705,8.389261744966444,4.3624161073825505,2.013422818791946,0
W00002289,388,15,17,19,26,10,19,18,15,10,17,26,43,49,40,16,18,13,17,3.865979381443299,4.381443298969072,4.896907216494846,6.701030927835052,2.5773195876288657,4.896907216494846,4.639175257731959,3.865979381443299,2.5773195876288657,4.381443298969072,6.701030927835052,11.082474226804123,12.628865979381443,10.309278350515463,4.123711340206185,4.639175257731959,3.350515463917526,4.381443298969072
