OA,ts0390001,ts0390002,ts0390003,ts0390004,ts0390005,ts0390006,ts0390007,ts0390008,ts0390009,ts0390002_PCT,ts0390003_PCT,ts0390004_PCT,ts0390005_PCT,ts0390006_PCT,ts0390007_PCT,ts0390008_PCT,ts0390009_PCT
W00002268,335,285,17,14,3,12,6,6,21,85.07462686567165,5.074626865671641,4.179104477611941,0.8955223880597015,3.582089552238806,1.791044776119403,1.791044776119403,6.26865671641791
W00002269,280,247,9,6,3,9,2,7,15,88.21428571428571,3.214285714285714,2.142857142857143,1.0714285714285714,3.214285714285714,0.7142857142857143,2.5,5.357142857142857
W00002270,152,135,5,3,2,3,3,0,9,88.81578947368422,3.289473684210526,1.9736842105263157,1.3157894736842104,1.9736842105263157,1.9736842105263157,0,5.921052631578947
W00002271,238,214,7,5,2,7,3,4,10,89.91596638655463,2.941176470588235,2.100840336134454,0.8403361344537815,2.941176470588235,1.2605042016806722,1.680672268907563,4.201680672268908
W00002272,342,301,16,10,6,12,4,8,13,88.01169590643275,4.678362573099415,2.923976608187134,1.7543859649122806,3.508771929824561,1.1695906432748537,2.3391812865497075,3.8011695906432745
W00002273,245,220,11,6,5,4,1,3,10,89.79591836734694,4.489795918367347,2.4489795918367347,2.0408163265306123,1.6326530612244898,0.40816326530612246,1.2244897959183674,4.081632653061225
W00002274,372,319,29,22,7,5,2,3,19,85.75268817204301,7.795698924731183,5.913978494623656,1.881720430107527,1.3440860215053763,0.5376344086021506,0.8064516129032258,5.10752688172043
W00002275,418,374,21,14,7,11,7,4,12,89.47368421052632,5.023923444976076,3.349282296650718,1.674641148325359,2.631578947368421,1.674641148325359,0.9569377990430622,2.8708133971291865
W00002276,326,282,20,14,6,8,3,5,16,86.50306748466258,6.134969325153374,4.294478527607362,1.8404907975460123,2.4539877300613497,0.9202453987730062,1.5337423312883436,4.9079754601226995
W00002277,338,309,12,8,4,7,3,4,10,91.42011834319527,3.5502958579881656,2.366863905325444,1.183431952662722,2.0710059171597637,0.8875739644970414,1.183431952662722,2.9585798816568047
W00002278,268,230,22,17,5,4,2,2,12,85.82089552238806,8.208955223880597,6.343283582089552,1.8656716417910446,1.4925373134328357,0.7462686567164178,0.7462686567164178,4.477611940298507
W00002279,352,319,17,15,2,7,4,3,9,90.625,4.829545454545454,4.261363636363636,0.5681818181818182,1.9886363636363635,1.1363636363636365,0.8522727272727272,2.556818181818182
W00002280,276,257,14,7,7,3,2,1,2,93.11594202898551,5.072463768115942,2.536231884057971,2.536231884057971,1.0869565217391304,0.7246376811594203,0.36231884057971014,0.7246376811594203
W00002281,321,287,19,12,7,6,2,4,9,89.40809968847351,5.919003115264798,3.7383177570093453,2.1806853582554515,1.8691588785046727,0.6230529595015576,1.2461059190031152,2.803738317757009
W00002282,348,310,25,15,10,4,3,1,9,89.08045977011494,7.183908045977011,4.310344827586207,2.8735632183908044,1.1494252873563218,0.8620689655172413,0.28735632183908044,2.586206896551724
W00002283,334,291,21,19,2,9,6,3,13,87.12574850299401,6.287425149700598,5.688622754491018,0.5988023952095809,2.694610778443114,1.7964071856287425,0.8982035928143712,3.8922155688622757
W00002284,359,311,23,19,4,8,4,4,17,86.62952646239555,6.406685236768802,5.2924791086350975,1.1142061281337048,2.2284122562674096,1.1142061281337048,1.1142061281337048,4.735376044568245
W00002285,378,343,15,11,4,6,4,2,14,90.74074074074075,3.968253968253968,2.91005291005291,1.0582010582010581,1.5873015873015872,1.0582010582010581,0.5291005291005291,3.7037037037037033
