OA,ts0550001,ts0550002,ts0550003,ts0550004,ts0550005,ts0550006,ts0550007,ts0550008,ts0550009,ts0550010,ts0550002_PCT,ts0550003_PCT,ts0550004_PCT,ts0550005_PCT,ts0550006_PCT,ts0550007_PCT,ts0550008_PCT,ts0550009_PCT,ts0550010_PCT
W00002268,19,0,4,3,0,0,9,0,3,0,0,21.052631578947366,15.789473684210526,0,0,47.368421052631575,0,15.789473684210526,0
W00002269,7,0,0,0,0,0,5,1,1,0,0,0,0,0,0,71.42857142857143,14.285714285714285,14.285714285714285,0
W00002270,2,1,0,0,0,0,1,0,0,0,50,0,0,0,0,50,0,0,0
W00002271,4,0,0,2,0,0,1,1,0,0,0,0,50,0,0,25,25,0,0
W00002272,18,0,2,3,0,0,6,5,2,0,0,11.11111111111111,16.666666666666664,0,0,33.33333333333333,27.77777777777778,11.11111111111111,0
W00002273,8,0,1,0,1,0,2,3,1,0,0,12.5,0,12.5,0,25,37.5,12.5,0
W00002274,19,0,4,6,0,0,6,3,0,0,0,21.052631578947366,31.57894736842105,0,0,31.57894736842105,15.789473684210526,0,0
W00002275,16,0,4,4,0,0,1,5,2,0,0,25,25,0,0,6.25,31.25,12.5,0
W00002276,18,0,3,2,0,0,9,1,3,0,0,16.666666666666664,11.11111111111111,0,0,50,5.555555555555555,16.666666666666664,0
W00002277,21,0,2,3,0,0,7,4,5,0,0,9.523809523809524,14.285714285714285,0,0,33.33333333333333,19.047619047619047,23.809523809523807,0
W00002278,17,1,2,3,0,1,10,0,0,0,5.88235294117647,11.76470588235294,17.647058823529413,0,5.88235294117647,58.82352941176471,0,0,0
W00002279,11,0,3,5,0,0,2,0,1,0,0,27.27272727272727,45.45454545454545,0,0,18.181818181818183,0,9.090909090909092,0
W00002280,11,3,1,0,0,1,3,0,3,0,27.27272727272727,9.090909090909092,0,0,9.090909090909092,27.27272727272727,0,27.27272727272727,0
W00002281,10,0,3,1,0,0,3,2,1,0,0,30,10,0,0,30,20,10,0
W00002282,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,80,0,20,0
