OA,ts0030001,ts0030002,ts0030003,ts0030004,ts0030005,ts0030006,ts0030007,ts0030008,ts0030009,ts0030010,ts0030011,ts0030012,ts0030013,ts0030014,ts0030015,ts0030016,ts0030017,ts0030018,ts0030019,ts0030020,ts0030021,ts0030022,ts0030002_PCT,ts0030003_PCT,ts0030004_PCT,ts0030005_PCT,ts0030006_PCT,ts0030007_PCT,ts0030008_PCT,ts0030009_PCT,ts0030010_PCT,ts0030011_PCT,ts0030012_PCT,ts0030013_PCT,ts0030014_PCT,ts0030015_PCT,ts0030016_PCT,ts0030017_PCT,ts0030018_PCT,ts0030019_PCT,ts0030020_PCT,ts0030021_PCT,ts0030022_PCT
E00059202,124,37,15,22,83,7,29,11,13,5,16,4,12,0,31,26,5,0,0,4,4,0,29.838709677419356,12.096774193548388,17.741935483870968,66.93548387096774,5.64516129032258,23.387096774193548,8.870967741935484,10.483870967741936,4.032258064516129,12.903225806451612,3.225806451612903,9.67741935483871,0,25,20.967741935483872,4.032258064516129,0,0,3.225806451612903,3.225806451612903,0
E00059203,151,32,16,16,117,10,44,15,20,9,25,6,17,2,36,24,12,2,2,2,1,1,21.192052980132452,10.596026490066226,10.596026490066226,77.48344370860927,6.622516556291391,29.13907284768212,9.933774834437086,13.245033112582782,5.960264900662252,16.55629139072848,3.9735099337748347,11.258278145695364,1.3245033112582782,23.841059602649008,15.894039735099339,7.9470198675496695,1.3245033112582782,1.3245033112582782,1.3245033112582782,0.6622516556291391,0.6622516556291391
E00059209,142,29,15,14,108,7,43,15,19,9,26,9,16,1,30,18,12,2,2,5,2,3,20.422535211267608,10.56338028169014,9.859154929577464,76.05633802816901,4.929577464788732,30.28169014084507,10.56338028169014,13.380281690140844,6.338028169014084,18.30985915492958,6.338028169014084,11.267605633802818,0.7042253521126761,21.12676056338028,12.676056338028168,8.450704225352112,1.4084507042253522,1.4084507042253522,3.5211267605633805,1.4084507042253522,2.112676056338028
E00059211,141,57,23,34,81,7,32,22,9,1,19,12,6,1,23,17,6,0,0,3,1,2,40.42553191489361,16.312056737588655,24.113475177304963,57.446808510638306,4.964539007092199,22.69503546099291,15.602836879432624,6.382978723404255,0.7092198581560284,13.47517730496454,8.51063829787234,4.25531914893617,0.7092198581560284,16.312056737588655,12.056737588652481,4.25531914893617,0,0,2.127659574468085,0.7092198581560284,1.4184397163120568
E00059217,125,33,12,21,90,9,29,12,7,10,17,8,9,0,34,26,8,1,1,2,1,1,26.400000000000002,9.6,16.8,72,7.199999999999999,23.200000000000003,9.6,5.6000000000000005,8,13.600000000000001,6.4,7.199999999999999,0,27.200000000000003,20.8,6.4,0.8,0.8,1.6,0.8,0.8
E00059189,140,21,10,11,118,25,59,28,15,16,16,5,8,3,17,8,9,1,1,1,0,1,15,7.142857142857142,7.857142857142857,84.28571428571429,17.857142857142858,42.142857142857146,20,10.714285714285714,11.428571428571429,11.428571428571429,3.571428571428571,5.714285714285714,2.142857142857143,12.142857142857142,5.714285714285714,6.428571428571428,0.7142857142857143,0.7142857142857143,0.7142857142857143,0,0.7142857142857143
E00059214,131,31,20,11,99,35,48,28,8,12,10,4,1,5,6,4,2,0,0,1,0,1,23.66412213740458,15.267175572519085,8.396946564885496,75.57251908396947,26.717557251908396,36.6412213740458,21.374045801526716,6.106870229007633,9.16030534351145,7.633587786259542,3.0534351145038165,0.7633587786259541,3.816793893129771,4.580152671755725,3.0534351145038165,1.5267175572519083,0,0,0.7633587786259541,0,0.7633587786259541
E00059219,109,39,22,17,67,9,20,7,8,5,18,9,9,0,20,10,10,0,0,3,2,1,35.77981651376147,20.18348623853211,15.59633027522936,61.46788990825688,8.256880733944955,18.34862385321101,6.422018348623854,7.339449541284404,4.587155963302752,16.51376146788991,8.256880733944955,8.256880733944955,0,18.34862385321101,9.174311926605505,9.174311926605505,0,0,2.7522935779816518,1.834862385321101,0.9174311926605505
E00059220,123,36,15,21,81,9,44,18,15,11,16,3,12,1,10,5,5,2,2,6,1,5,29.268292682926827,12.195121951219512,17.073170731707318,65.85365853658537,7.317073170731707,35.77235772357724,14.634146341463413,12.195121951219512,8.94308943089431,13.008130081300814,2.4390243902439024,9.75609756097561,0.8130081300813009,8.130081300813007,4.0650406504065035,4.0650406504065035,1.6260162601626018,1.6260162601626018,4.878048780487805,0.8130081300813009,4.0650406504065035
E00059222,130,40,32,8,86,26,41,17,13,11,18,10,6,2,1,1,0,0,0,4,1,3,30.76923076923077,24.615384615384617,6.153846153846154,66.15384615384615,20,31.538461538461537,13.076923076923078,10,8.461538461538462,13.846153846153847,7.6923076923076925,4.615384615384616,1.5384615384615385,0.7692307692307693,0.7692307692307693,0,0,0,3.076923076923077,0.7692307692307693,2.307692307692308
E00059205,112,36,15,21,75,13,18,8,8,2,24,4,18,2,19,14,5,1,1,1,1,0,32.142857142857146,13.392857142857142,18.75,66.96428571428571,11.607142857142858,16.071428571428573,7.142857142857142,7.142857142857142,1.7857142857142856,21.428571428571427,3.571428571428571,16.071428571428573,1.7857142857142856,16.964285714285715,12.5,4.464285714285714,0.8928571428571428,0.8928571428571428,0.8928571428571428,0.8928571428571428,0
