OA,ts0180001,ts0180002,ts0180003,ts0180004,ts0180005,ts0180006,ts0180007,ts0180008,ts0180009,ts0180010,ts0180011,ts0180012,ts0180013,ts0180014,ts0180015,ts0180016,ts0180017,ts0180018,ts0180019,ts0180002_PCT,ts0180003_PCT,ts0180004_PCT,ts0180005_PCT,ts0180006_PCT,ts0180007_PCT,ts0180008_PCT,ts0180009_PCT,ts0180010_PCT,ts0180011_PCT,ts0180012_PCT,ts0180013_PCT,ts0180014_PCT,ts0180015_PCT,ts0180016_PCT,ts0180017_PCT,ts0180018_PCT,ts0180019_PCT
E00066879,323,313,10,2,1,0,1,1,0,1,2,0,1,1,0,0,0,0,0,96.90402476780186,3.0959752321981426,0.6191950464396285,0.30959752321981426,0,0.30959752321981426,0.30959752321981426,0,0.30959752321981426,0.6191950464396285,0,0.30959752321981426,0.30959752321981426,0,0,0,0,0
E00066880,305,286,19,2,0,0,1,0,2,3,1,3,6,1,0,0,0,0,0,93.77049180327869,6.229508196721312,0.6557377049180327,0,0,0.32786885245901637,0,0.6557377049180327,0.9836065573770493,0.32786885245901637,0.9836065573770493,1.9672131147540985,0.32786885245901637,0,0,0,0,0
E00066884,225,220,5,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,97.77777777777777,2.2222222222222223,0.8888888888888888,0,0,0,0,0.4444444444444444,0,0.4444444444444444,0,0,0.4444444444444444,0,0,0,0,0
E00066907,391,384,7,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,98.20971867007673,1.7902813299232736,0,0,0,0,0.2557544757033248,0,0.2557544757033248,0.2557544757033248,0.5115089514066496,0.5115089514066496,0,0,0,0,0,0
E00066910,189,184,5,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,97.35449735449735,2.6455026455026456,0.5291005291005291,0.5291005291005291,0,0,0,0,0,0.5291005291005291,0.5291005291005291,0,0.5291005291005291,0,0,0,0,0
E00066911,320,302,18,3,1,2,1,0,0,0,4,4,2,1,0,0,0,0,0,94.375,5.625,0.9375,0.3125,0.625,0.3125,0,0,0,1.25,1.25,0.625,0.3125,0,0,0,0,0
E00066883,287,275,12,4,2,0,1,0,0,0,1,1,1,2,0,0,0,0,0,95.81881533101046,4.181184668989547,1.3937282229965158,0.6968641114982579,0,0.34843205574912894,0,0,0,0.34843205574912894,0.34843205574912894,0.34843205574912894,0.6968641114982579,0,0,0,0,0
E00066888,236,218,18,4,0,0,6,1,0,0,1,1,2,3,0,0,0,0,0,92.37288135593221,7.627118644067797,1.694915254237288,0,0,2.5423728813559325,0.423728813559322,0,0,0.423728813559322,0.423728813559322,0.847457627118644,1.2711864406779663,0,0,0,0,0
E00066889,328,307,21,1,1,0,2,1,1,2,2,6,4,1,0,0,0,0,0,93.59756097560977,6.402439024390244,0.3048780487804878,0.3048780487804878,0,0.6097560975609756,0.3048780487804878,0.3048780487804878,0.6097560975609756,0.6097560975609756,1.8292682926829267,1.2195121951219512,0.3048780487804878,0,0,0,0,0
E00066891,309,284,25,1,0,0,0,0,2,7,5,3,3,4,0,0,0,0,0,91.9093851132686,8.090614886731391,0.3236245954692557,0,0,0,0,0.6472491909385114,2.26537216828479,1.6181229773462782,0.9708737864077669,0.9708737864077669,1.2944983818770228,0,0,0,0,0
E00066908,304,298,6,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,98.02631578947368,1.9736842105263157,0.3289473684210526,0,0,0.3289473684210526,0,0,0,0.6578947368421052,0,0.3289473684210526,0.3289473684210526,0,0,0,0,0
E00189232,352,329,23,11,1,3,3,0,0,0,2,2,1,0,0,0,0,0,0,93.4659090909091,6.534090909090909,3.125,0.2840909090909091,0.8522727272727272,0.8522727272727272,0,0,0,0.5681818181818182,0.5681818181818182,0.2840909090909091,0,0,0,0,0,0
E00189265,252,242,10,3,0,0,2,0,0,0,2,1,2,0,0,0,0,0,0,96.03174603174604,3.968253968253968,1.1904761904761905,0,0,0.7936507936507936,0,0,0,0.7936507936507936,0.3968253968253968,0.7936507936507936,0,0,0,0,0,0
E00066885,483,462,21,6,1,0,1,0,1,1,2,1,7,1,0,0,0,0,0,95.65217391304348,4.3478260869565215,1.2422360248447204,0.2070393374741201,0,0.2070393374741201,0,0.2070393374741201,0.2070393374741201,0.4140786749482402,0.2070393374741201,1.4492753623188406,0.2070393374741201,0,0,0,0,0
E00066887,328,320,8,3,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,97.5609756097561,2.4390243902439024,0.9146341463414633,0,0,0.3048780487804878,0,0,0,0.3048780487804878,0.3048780487804878,0.6097560975609756,0,0,0,0,0,0
E00066906,488,457,31,1,1,1,1,0,0,6,9,6,5,1,0,0,0,0,0,93.64754098360656,6.352459016393443,0.20491803278688525,0.20491803278688525,0.20491803278688525,0.20491803278688525,0,0,1.2295081967213115,1.8442622950819672,1.2295081967213115,1.0245901639344261,0.20491803278688525,0,0,0,0,0
E00066909,515,495,20,8,1,0,1,0,0,0,2,3,5,0,0,0,0,0,0,96.11650485436894,3.8834951456310676,1.5533980582524272,0.1941747572815534,0,0.1941747572815534,0,0,0,0.3883495145631068,0.5825242718446602,0.9708737864077669,0,0,0,0,0,0
E00172854,319,296,23,5,0,0,3,0,0,3,1,3,5,2,1,0,0,0,0,92.78996865203762,7.210031347962382,1.5673981191222568,0,0,0.9404388714733543,0,0,0.9404388714733543,0.3134796238244514,0.9404388714733543,1.5673981191222568,0.6269592476489028,0.3134796238244514,0,0,0,0
E00172856,367,352,15,3,0,0,4,0,1,2,1,3,1,0,0,0,0,0,0,95.91280653950953,4.087193460490464,0.8174386920980926,0,0,1.08991825613079,0,0.2724795640326975,0.544959128065395,0.2724795640326975,0.8174386920980926,0.2724795640326975,0,0,0,0,0,0
E00066894,270,256,14,2,1,0,2,0,0,1,1,3,4,0,0,0,0,0,0,94.81481481481482,5.185185185185185,0.7407407407407408,0.3703703703703704,0,0.7407407407407408,0,0,0.3703703703703704,0.3703703703703704,1.1111111111111112,1.4814814814814816,0,0,0,0,0,0
E00066895,232,221,11,2,1,0,1,0,2,0,1,1,3,0,0,0,0,0,0,95.25862068965517,4.741379310344827,0.8620689655172413,0.43103448275862066,0,0.43103448275862066,0,0.8620689655172413,0,0.43103448275862066,0.43103448275862066,1.293103448275862,0,0,0,0,0,0
E00066899,254,241,13,5,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,94.88188976377953,5.118110236220472,1.968503937007874,0,0,0,0,0,0,0.7874015748031495,0.7874015748031495,1.1811023622047243,0.39370078740157477,0,0,0,0,0
E00066901,253,250,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,98.81422924901186,1.185770750988142,0.3952569169960474,0,0,0,0,0,0.3952569169960474,0.3952569169960474,0,0,0,0,0,0,0,0
E00066903,539,521,18,3,1,0,1,0,0,1,5,2,5,0,0,0,0,0,0,96.66048237476808,3.339517625231911,0.5565862708719851,0.1855287569573284,0,0.1855287569573284,0,0,0.1855287569573284,0.927643784786642,0.3710575139146568,0.927643784786642,0,0,0,0,0,0
