OA,ts0180001,ts0180002,ts0180003,ts0180004,ts0180005,ts0180006,ts0180007,ts0180008,ts0180009,ts0180010,ts0180011,ts0180012,ts0180013,ts0180014,ts0180015,ts0180016,ts0180017,ts0180018,ts0180019,ts0180002_PCT,ts0180003_PCT,ts0180004_PCT,ts0180005_PCT,ts0180006_PCT,ts0180007_PCT,ts0180008_PCT,ts0180009_PCT,ts0180010_PCT,ts0180011_PCT,ts0180012_PCT,ts0180013_PCT,ts0180014_PCT,ts0180015_PCT,ts0180016_PCT,ts0180017_PCT,ts0180018_PCT,ts0180019_PCT
E00152513,258,233,25,6,1,2,0,0,0,0,8,4,4,0,0,0,0,0,0,90.31007751937985,9.689922480620156,2.3255813953488373,0.3875968992248062,0.7751937984496124,0,0,0,0,3.10077519379845,1.550387596899225,1.550387596899225,0,0,0,0,0,0
E00152514,274,257,17,2,0,1,0,0,1,2,2,4,2,3,0,0,0,0,0,93.7956204379562,6.204379562043796,0.7299270072992701,0,0.36496350364963503,0,0,0.36496350364963503,0.7299270072992701,0.7299270072992701,1.4598540145985401,0.7299270072992701,1.094890510948905,0,0,0,0,0
E00152515,201,184,17,2,1,0,1,0,0,2,3,4,3,1,0,0,0,0,0,91.54228855721394,8.45771144278607,0.9950248756218906,0.4975124378109453,0,0.4975124378109453,0,0,0.9950248756218906,1.4925373134328357,1.9900497512437811,1.4925373134328357,0.4975124378109453,0,0,0,0,0
E00152521,236,214,22,1,3,1,1,0,2,2,2,3,5,2,0,0,0,0,0,90.67796610169492,9.322033898305085,0.423728813559322,1.2711864406779663,0.423728813559322,0.423728813559322,0,0.847457627118644,0.847457627118644,0.847457627118644,1.2711864406779663,2.11864406779661,0.847457627118644,0,0,0,0,0
E00152524,439,361,78,11,7,1,4,0,1,0,16,17,15,2,2,2,0,0,0,82.23234624145786,17.76765375854214,2.5056947608200453,1.5945330296127564,0.22779043280182232,0.9111617312072893,0,0.22779043280182232,0,3.644646924829157,3.8724373576309796,3.416856492027335,0.45558086560364464,0.45558086560364464,0.45558086560364464,0,0,0
E00152526,259,210,49,5,2,1,3,2,3,5,9,5,11,3,0,0,0,0,0,81.08108108108108,18.91891891891892,1.9305019305019304,0.7722007722007722,0.3861003861003861,1.1583011583011582,0.7722007722007722,1.1583011583011582,1.9305019305019304,3.474903474903475,1.9305019305019304,4.247104247104247,1.1583011583011582,0,0,0,0,0
E00152510,276,237,39,6,0,1,3,0,2,2,9,8,7,0,1,0,0,0,0,85.86956521739131,14.130434782608695,2.1739130434782608,0,0.36231884057971014,1.0869565217391304,0,0.7246376811594203,0.7246376811594203,3.260869565217391,2.898550724637681,2.536231884057971,0,0.36231884057971014,0,0,0,0
E00152511,286,208,78,10,4,1,3,0,3,3,11,9,24,7,1,2,0,0,0,72.72727272727273,27.27272727272727,3.4965034965034967,1.3986013986013985,0.34965034965034963,1.048951048951049,0,1.048951048951049,1.048951048951049,3.8461538461538463,3.146853146853147,8.391608391608392,2.4475524475524475,0.34965034965034963,0.6993006993006993,0,0,0
E00152512,249,196,53,7,1,0,1,3,2,2,6,5,18,8,0,0,0,0,0,78.714859437751,21.285140562248998,2.8112449799196786,0.4016064257028112,0,0.4016064257028112,1.2048192771084338,0.8032128514056224,0.8032128514056224,2.4096385542168677,2.0080321285140563,7.228915662650602,3.2128514056224895,0,0,0,0,0
E00152516,382,315,67,9,2,1,4,3,2,5,16,8,13,4,0,0,0,0,0,82.4607329842932,17.539267015706805,2.356020942408377,0.5235602094240838,0.2617801047120419,1.0471204188481675,0.7853403141361256,0.5235602094240838,1.3089005235602094,4.18848167539267,2.094240837696335,3.4031413612565444,1.0471204188481675,0,0,0,0,0
E00152517,345,301,44,1,2,1,1,1,0,8,9,5,13,3,0,0,0,0,0,87.2463768115942,12.753623188405797,0.2898550724637681,0.5797101449275363,0.2898550724637681,0.2898550724637681,0.2898550724637681,0,2.318840579710145,2.608695652173913,1.4492753623188406,3.768115942028986,0.8695652173913043,0,0,0,0,0
E00152518,320,249,71,8,1,1,2,0,2,6,14,9,19,7,0,0,2,0,0,77.8125,22.1875,2.5,0.3125,0.3125,0.625,0,0.625,1.875,4.375,2.8125,5.9375,2.1875,0,0,0.625,0,0
E00152523,343,274,69,8,2,3,0,1,7,1,16,12,14,2,1,2,0,0,0,79.88338192419825,20.11661807580175,2.3323615160349855,0.5830903790087464,0.8746355685131195,0,0.2915451895043732,2.0408163265306123,0.2915451895043732,4.664723032069971,3.498542274052478,4.081632653061225,0.5830903790087464,0.2915451895043732,0.5830903790087464,0,0,0
E00152525,231,162,69,6,2,1,2,8,1,5,17,8,17,1,0,0,1,0,0,70.12987012987013,29.87012987012987,2.5974025974025974,0.8658008658008658,0.4329004329004329,0.8658008658008658,3.463203463203463,0.4329004329004329,2.1645021645021645,7.35930735930736,3.463203463203463,7.35930735930736,0.4329004329004329,0,0,0.4329004329004329,0,0
E00152509,218,186,32,8,1,0,5,0,1,1,7,3,6,0,0,0,0,0,0,85.3211009174312,14.678899082568808,3.669724770642202,0.45871559633027525,0,2.293577981651376,0,0.45871559633027525,0.45871559633027525,3.211009174311927,1.3761467889908259,2.7522935779816518,0,0,0,0,0,0
E00152519,424,313,111,15,4,1,3,2,1,5,29,24,23,4,0,0,0,0,0,73.82075471698113,26.179245283018872,3.5377358490566038,0.9433962264150944,0.2358490566037736,0.7075471698113208,0.4716981132075472,0.2358490566037736,1.179245283018868,6.8396226415094334,5.660377358490567,5.4245283018867925,0.9433962264150944,0,0,0,0,0
E00152520,332,238,94,12,3,2,1,1,1,3,23,24,16,6,1,1,0,0,0,71.6867469879518,28.313253012048197,3.614457831325301,0.9036144578313252,0.6024096385542169,0.30120481927710846,0.30120481927710846,0.30120481927710846,0.9036144578313252,6.927710843373494,7.228915662650602,4.819277108433735,1.8072289156626504,0.30120481927710846,0.30120481927710846,0,0,0
E00152522,418,364,54,10,0,0,4,1,1,6,13,4,12,2,1,0,0,0,0,87.08133971291866,12.918660287081341,2.3923444976076556,0,0,0.9569377990430622,0.23923444976076555,0.23923444976076555,1.4354066985645932,3.110047846889952,0.9569377990430622,2.8708133971291865,0.4784688995215311,0.23923444976076555,0,0,0,0
E00152527,255,224,31,3,4,1,5,0,0,1,3,0,7,7,0,0,0,0,0,87.84313725490196,12.156862745098039,1.1764705882352942,1.5686274509803921,0.39215686274509803,1.9607843137254901,0,0,0.39215686274509803,1.1764705882352942,0,2.7450980392156863,2.7450980392156863,0,0,0,0,0
E00152528,213,193,20,1,1,2,4,0,0,0,3,1,3,5,0,0,0,0,0,90.61032863849765,9.389671361502346,0.4694835680751174,0.4694835680751174,0.9389671361502347,1.8779342723004695,0,0,0,1.4084507042253522,0.4694835680751174,1.4084507042253522,2.3474178403755865,0,0,0,0,0
E00152529,319,269,50,8,1,1,3,0,0,5,4,8,16,4,0,0,0,0,0,84.32601880877742,15.673981191222571,2.507836990595611,0.3134796238244514,0.3134796238244514,0.9404388714733543,0,0,1.5673981191222568,1.2539184952978055,2.507836990595611,5.015673981191222,1.2539184952978055,0,0,0,0,0
E00152534,242,220,22,8,0,0,0,0,0,0,3,5,4,2,0,0,0,0,0,90.9090909090909,9.090909090909092,3.3057851239669422,0,0,0,0,0,0,1.2396694214876034,2.066115702479339,1.6528925619834711,0.8264462809917356,0,0,0,0,0
E00152535,339,279,60,7,3,2,3,0,0,2,8,15,16,4,0,0,0,0,0,82.30088495575221,17.699115044247787,2.0648967551622417,0.8849557522123894,0.5899705014749262,0.8849557522123894,0,0,0.5899705014749262,2.359882005899705,4.424778761061947,4.71976401179941,1.1799410029498525,0,0,0,0,0
E00152537,245,233,12,2,0,0,1,0,0,0,3,4,2,0,0,0,0,0,0,95.10204081632652,4.8979591836734695,0.8163265306122449,0,0,0.40816326530612246,0,0,0,1.2244897959183674,1.6326530612244898,0.8163265306122449,0,0,0,0,0,0
E00152538,255,220,35,3,1,0,2,1,1,3,5,9,10,0,0,0,0,0,0,86.27450980392157,13.725490196078432,1.1764705882352942,0.39215686274509803,0,0.7843137254901961,0.39215686274509803,0.39215686274509803,1.1764705882352942,1.9607843137254901,3.5294117647058822,3.9215686274509802,0,0,0,0,0,0
E00152539,326,250,76,12,5,2,2,0,3,3,17,11,19,2,0,0,0,0,0,76.68711656441718,23.31288343558282,3.6809815950920246,1.5337423312883436,0.6134969325153374,0.6134969325153374,0,0.9202453987730062,0.9202453987730062,5.214723926380368,3.374233128834356,5.828220858895705,0.6134969325153374,0,0,0,0,0
E00152540,232,193,39,3,2,1,1,0,0,4,6,14,5,3,0,0,0,0,0,83.1896551724138,16.810344827586206,1.293103448275862,0.8620689655172413,0.43103448275862066,0.43103448275862066,0,0,1.7241379310344827,2.586206896551724,6.0344827586206895,2.1551724137931036,1.293103448275862,0,0,0,0,0
E00152541,194,175,19,1,0,0,0,0,0,3,9,3,1,2,0,0,0,0,0,90.20618556701031,9.793814432989691,0.5154639175257731,0,0,0,0,0,1.5463917525773196,4.639175257731959,1.5463917525773196,0.5154639175257731,1.0309278350515463,0,0,0,0,0
E00152530,261,219,42,3,2,1,2,0,2,4,15,5,6,2,0,0,0,0,0,83.9080459770115,16.091954022988507,1.1494252873563218,0.7662835249042145,0.38314176245210724,0.7662835249042145,0,0.7662835249042145,1.532567049808429,5.747126436781609,1.9157088122605364,2.2988505747126435,0.7662835249042145,0,0,0,0,0
E00152531,330,272,58,4,4,0,2,0,1,2,15,8,16,6,0,0,0,0,0,82.42424242424242,17.575757575757574,1.2121212121212122,1.2121212121212122,0,0.6060606060606061,0,0.30303030303030304,0.6060606060606061,4.545454545454546,2.4242424242424243,4.848484848484849,1.8181818181818181,0,0,0,0,0
E00152532,261,223,38,7,2,2,1,0,1,3,5,6,9,0,0,2,0,0,0,85.44061302681992,14.559386973180077,2.681992337164751,0.7662835249042145,0.7662835249042145,0.38314176245210724,0,0.38314176245210724,1.1494252873563218,1.9157088122605364,2.2988505747126435,3.4482758620689653,0,0,0.7662835249042145,0,0,0
E00152533,389,277,112,12,3,3,2,2,1,9,36,13,26,2,1,1,1,0,0,71.2082262210797,28.79177377892031,3.0848329048843186,0.7712082262210797,0.7712082262210797,0.5141388174807198,0.5141388174807198,0.2570694087403599,2.313624678663239,9.254498714652955,3.3419023136246784,6.683804627249357,0.5141388174807198,0.2570694087403599,0.2570694087403599,0.2570694087403599,0,0
E00152536,356,309,47,2,1,4,3,0,0,6,8,7,15,1,0,0,0,0,0,86.79775280898876,13.202247191011235,0.5617977528089888,0.2808988764044944,1.1235955056179776,0.8426966292134831,0,0,1.6853932584269662,2.247191011235955,1.9662921348314606,4.213483146067416,0.2808988764044944,0,0,0,0,0
E00152595,434,325,109,15,5,2,3,0,1,9,29,19,19,5,1,0,1,0,0,74.88479262672811,25.115207373271893,3.4562211981566824,1.1520737327188941,0.4608294930875576,0.6912442396313364,0,0.2304147465437788,2.0737327188940093,6.682027649769585,4.377880184331797,4.377880184331797,1.1520737327188941,0.2304147465437788,0,0.2304147465437788,0,0
E00152596,323,275,48,6,1,3,2,0,0,4,3,8,15,4,2,0,0,0,0,85.13931888544892,14.860681114551083,1.8575851393188854,0.30959752321981426,0.9287925696594427,0.6191950464396285,0,0,1.238390092879257,0.9287925696594427,2.476780185758514,4.643962848297214,1.238390092879257,0.6191950464396285,0,0,0,0
E00152604,276,241,35,6,2,0,3,0,1,1,4,4,10,4,0,0,0,0,0,87.31884057971014,12.681159420289855,2.1739130434782608,0.7246376811594203,0,1.0869565217391304,0,0.36231884057971014,0.36231884057971014,1.4492753623188406,1.4492753623188406,3.6231884057971016,1.4492753623188406,0,0,0,0,0
E00152605,251,220,31,0,0,0,1,0,3,3,13,7,3,1,0,0,0,0,0,87.64940239043824,12.350597609561753,0,0,0,0.398406374501992,0,1.1952191235059761,1.1952191235059761,5.179282868525896,2.788844621513944,1.1952191235059761,0.398406374501992,0,0,0,0,0
E00152606,297,192,105,8,4,2,2,0,2,10,40,16,18,3,0,0,0,0,0,64.64646464646465,35.35353535353536,2.6936026936026933,1.3468013468013467,0.6734006734006733,0.6734006734006733,0,0.6734006734006733,3.3670033670033668,13.468013468013467,5.387205387205387,6.0606060606060606,1.0101010101010102,0,0,0,0,0
E00152598,505,448,57,9,4,1,2,0,0,1,14,7,18,1,0,0,0,0,0,88.71287128712872,11.287128712871288,1.782178217821782,0.7920792079207921,0.19801980198019803,0.39603960396039606,0,0,0.19801980198019803,2.7722772277227725,1.3861386138613863,3.564356435643564,0.19801980198019803,0,0,0,0,0
E00152599,307,275,32,4,1,1,0,0,3,2,9,2,6,4,0,0,0,0,0,89.57654723127035,10.423452768729643,1.3029315960912053,0.32573289902280134,0.32573289902280134,0,0,0.9771986970684038,0.6514657980456027,2.9315960912052117,0.6514657980456027,1.9543973941368076,1.3029315960912053,0,0,0,0,0
E00152600,286,239,47,7,4,0,3,0,0,6,7,8,12,0,0,0,0,0,0,83.56643356643356,16.433566433566433,2.4475524475524475,1.3986013986013985,0,1.048951048951049,0,0,2.097902097902098,2.4475524475524475,2.797202797202797,4.195804195804196,0,0,0,0,0,0
E00152601,316,243,73,13,5,2,2,1,2,7,9,13,14,5,0,0,0,0,0,76.89873417721519,23.10126582278481,4.113924050632911,1.5822784810126582,0.6329113924050633,0.6329113924050633,0.31645569620253167,0.6329113924050633,2.2151898734177213,2.848101265822785,4.113924050632911,4.430379746835443,1.5822784810126582,0,0,0,0,0
E00152603,270,225,45,6,0,0,3,0,0,3,12,11,10,0,0,0,0,0,0,83.33333333333334,16.666666666666664,2.2222222222222223,0,0,1.1111111111111112,0,0,1.1111111111111112,4.444444444444445,4.074074074074074,3.7037037037037033,0,0,0,0,0,0
E00152597,303,272,31,5,0,0,0,1,1,4,4,10,4,2,0,0,0,0,0,89.76897689768977,10.231023102310232,1.65016501650165,0,0,0,0.33003300330033003,0.33003300330033003,1.3201320132013201,1.3201320132013201,3.3003300330033,1.3201320132013201,0.6600660066006601,0,0,0,0,0
