OA,ts0660001,ts0660002,ts0660003,ts0660004,ts0660005,ts0660006,ts0660007,ts0660008,ts0660009,ts0660010,ts0660011,ts0660012,ts0660013,ts0660014,ts0660015,ts0660016,ts0660017,ts0660018,ts0660019,ts0660020,ts0660021,ts0660022,ts0660023,ts0660024,ts0660025,ts0660026,ts0660027,ts0660028,ts0660029,ts0660030,ts0660031,ts0660002_PCT,ts0660003_PCT,ts0660004_PCT,ts0660005_PCT,ts0660006_PCT,ts0660007_PCT,ts0660008_PCT,ts0660009_PCT,ts0660010_PCT,ts0660011_PCT,ts0660012_PCT,ts0660013_PCT,ts0660014_PCT,ts0660015_PCT,ts0660016_PCT,ts0660017_PCT,ts0660018_PCT,ts0660019_PCT,ts0660020_PCT,ts0660021_PCT,ts0660022_PCT,ts0660023_PCT,ts0660024_PCT,ts0660025_PCT,ts0660026_PCT,ts0660027_PCT,ts0660028_PCT,ts0660029_PCT,ts0660030_PCT,ts0660031_PCT
W00008044,265,148,148,108,30,78,11,0,11,29,11,18,0,3,2,1,0,1,0,0,0,1,1,0,1,114,85,13,9,0,7,55.84905660377358,55.84905660377358,40.75471698113208,11.320754716981133,29.433962264150942,4.150943396226415,0,4.150943396226415,10.943396226415095,4.150943396226415,6.7924528301886795,0,1.1320754716981132,0.7547169811320755,0.37735849056603776,0,0.37735849056603776,0,0,0,0.37735849056603776,0.37735849056603776,0,0.37735849056603776,43.0188679245283,32.075471698113205,4.905660377358491,3.3962264150943398,0,2.6415094339622645
W00008045,268,171,162,147,31,116,4,0,4,11,5,6,9,5,5,5,3,2,0,0,0,0,0,0,0,92,71,6,10,5,0,63.80597014925373,60.447761194029844,54.850746268656714,11.567164179104477,43.28358208955223,1.4925373134328357,0,1.4925373134328357,4.104477611940299,1.8656716417910446,2.2388059701492535,3.3582089552238807,1.8656716417910446,1.8656716417910446,1.8656716417910446,1.1194029850746268,0.7462686567164178,0,0,0,0,0,0,0,34.32835820895522,26.492537313432834,2.2388059701492535,3.731343283582089,1.8656716417910446,0
W00008046,261,162,160,124,28,96,7,3,4,29,11,18,2,4,2,2,2,0,0,0,0,0,0,0,2,95,69,0,11,9,6,62.06896551724138,61.30268199233716,47.509578544061306,10.727969348659004,36.7816091954023,2.681992337164751,1.1494252873563218,1.532567049808429,11.11111111111111,4.21455938697318,6.896551724137931,0.7662835249042145,1.532567049808429,0.7662835249042145,0.7662835249042145,0.7662835249042145,0,0,0,0,0,0,0,0.7662835249042145,36.39846743295019,26.436781609195403,0,4.21455938697318,3.4482758620689653,2.2988505747126435
W00008047,353,176,173,146,42,104,5,3,2,22,10,12,3,6,3,3,1,2,0,0,0,0,0,0,3,171,140,12,7,5,7,49.858356940509914,49.008498583569406,41.359773371104815,11.89801699716714,29.461756373937675,1.41643059490085,0.84985835694051,0.56657223796034,6.232294617563739,2.8328611898017,3.39943342776204,0.84985835694051,1.69971671388102,0.84985835694051,0.84985835694051,0.28328611898017,0.56657223796034,0,0,0,0,0,0,0.84985835694051,48.44192634560906,39.6600566572238,3.39943342776204,1.9830028328611897,1.41643059490085,1.9830028328611897
W00008049,315,183,178,149,48,101,6,1,5,23,10,13,5,5,5,4,2,2,0,0,0,1,1,0,0,127,99,10,8,1,9,58.0952380952381,56.507936507936506,47.3015873015873,15.238095238095239,32.06349206349206,1.9047619047619049,0.31746031746031744,1.5873015873015872,7.301587301587302,3.1746031746031744,4.1269841269841265,1.5873015873015872,1.5873015873015872,1.5873015873015872,1.2698412698412698,0.6349206349206349,0.6349206349206349,0,0,0,0.31746031746031744,0.31746031746031744,0,0,40.317460317460316,31.428571428571427,3.1746031746031744,2.5396825396825395,0.31746031746031744,2.857142857142857
W00008050,178,51,49,36,10,26,4,0,4,9,2,7,2,1,1,0,0,0,0,0,0,1,1,0,0,126,103,4,0,13,6,28.651685393258425,27.52808988764045,20.224719101123593,5.617977528089887,14.606741573033707,2.247191011235955,0,2.247191011235955,5.056179775280898,1.1235955056179776,3.932584269662921,1.1235955056179776,0.5617977528089888,0.5617977528089888,0,0,0,0,0,0,0.5617977528089888,0.5617977528089888,0,0,70.78651685393258,57.865168539325836,2.247191011235955,0,7.303370786516854,3.3707865168539324
W00008051,254,141,136,123,27,96,3,0,3,10,4,6,5,6,6,6,6,0,0,0,0,0,0,0,0,107,85,8,4,5,5,55.51181102362205,53.54330708661418,48.4251968503937,10.62992125984252,37.79527559055118,1.1811023622047243,0,1.1811023622047243,3.937007874015748,1.574803149606299,2.3622047244094486,1.968503937007874,2.3622047244094486,2.3622047244094486,2.3622047244094486,2.3622047244094486,0,0,0,0,0,0,0,0,42.125984251968504,33.46456692913386,3.149606299212598,1.574803149606299,1.968503937007874,1.968503937007874
W00008052,234,140,133,108,40,68,2,1,1,23,12,11,7,1,1,1,1,0,0,0,0,0,0,0,0,93,49,14,14,4,12,59.82905982905983,56.837606837606835,46.15384615384615,17.094017094017094,29.059829059829063,0.8547008547008548,0.4273504273504274,0.4273504273504274,9.82905982905983,5.128205128205128,4.700854700854701,2.9914529914529915,0.4273504273504274,0.4273504273504274,0.4273504273504274,0.4273504273504274,0,0,0,0,0,0,0,0,39.743589743589745,20.94017094017094,5.982905982905983,5.982905982905983,1.7094017094017095,5.128205128205128
W00008053,246,142,135,121,27,94,1,1,0,13,4,9,7,4,4,4,4,0,0,0,0,0,0,0,0,100,76,5,7,7,5,57.72357723577236,54.87804878048781,49.1869918699187,10.975609756097562,38.21138211382114,0.40650406504065045,0.40650406504065045,0,5.284552845528456,1.6260162601626018,3.6585365853658534,2.8455284552845526,1.6260162601626018,1.6260162601626018,1.6260162601626018,1.6260162601626018,0,0,0,0,0,0,0,0,40.65040650406504,30.89430894308943,2.0325203252032518,2.8455284552845526,2.8455284552845526,2.0325203252032518
W00008055,244,124,119,106,28,78,0,0,0,13,10,3,5,1,0,0,0,0,0,0,0,0,0,0,1,119,101,6,6,3,3,50.81967213114754,48.77049180327869,43.44262295081967,11.475409836065573,31.967213114754102,0,0,0,5.327868852459016,4.098360655737705,1.2295081967213115,2.0491803278688523,0.4098360655737705,0,0,0,0,0,0,0,0,0,0,0.4098360655737705,48.77049180327869,41.39344262295082,2.459016393442623,2.459016393442623,1.2295081967213115,1.2295081967213115
