OA,ts0210001,ts0210002,ts0210003,ts0210004,ts0210005,ts0210006,ts0210007,ts0210008,ts0210009,ts0210010,ts0210011,ts0210012,ts0210013,ts0210014,ts0210015,ts0210016,ts0210017,ts0210018,ts0210019,ts0210020,ts0210021,ts0210022,ts0210023,ts0210024,ts0210025,ts0210002_PCT,ts0210003_PCT,ts0210004_PCT,ts0210005_PCT,ts0210006_PCT,ts0210007_PCT,ts0210008_PCT,ts0210009_PCT,ts0210010_PCT,ts0210011_PCT,ts0210012_PCT,ts0210013_PCT,ts0210014_PCT,ts0210015_PCT,ts0210016_PCT,ts0210017_PCT,ts0210018_PCT,ts0210019_PCT,ts0210020_PCT,ts0210021_PCT,ts0210022_PCT,ts0210023_PCT,ts0210024_PCT,ts0210025_PCT
W00008044,301,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,299,296,0,0,0,3,0,0,0,0.33222591362126247,0,0,0,0,0.33222591362126247,0,0,0,0,0.33222591362126247,0.33222591362126247,0,0,0,99.33554817275747,98.33887043189368,0,0,0,0.9966777408637874,0,0,0
W00008045,320,2,0,0,1,0,1,0,0,0,0,5,0,1,2,2,313,308,0,0,0,5,0,0,0,0.625,0,0,0.3125,0,0.3125,0,0,0,0,1.5625,0,0.3125,0.625,0.625,97.8125,96.25,0,0,0,1.5625,0,0,0
W00008046,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,291,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,96.67774086378738,0.9966777408637874,0,0,2.3255813953488373,0,0,0
W00008047,409,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,404,399,1,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0.7334963325183375,0.24449877750611246,0,0.24449877750611246,0.24449877750611246,98.77750611246944,97.55501222493888,0.24449877750611246,0,0,0.9779951100244498,0.4889975550122249,0,0.4889975550122249
W00008049,369,2,1,0,0,0,1,0,0,0,0,6,4,1,1,0,361,354,0,0,0,7,0,0,0,0.5420054200542005,0.27100271002710025,0,0,0,0.27100271002710025,0,0,0,0,1.6260162601626018,1.084010840108401,0.27100271002710025,0.27100271002710025,0,97.8319783197832,95.9349593495935,0,0,0,1.8970189701897018,0,0,0
W00008050,193,1,0,1,0,0,0,0,0,0,0,4,0,0,2,2,187,184,1,0,0,2,1,0,1,0.5181347150259068,0,0.5181347150259068,0,0,0,0,0,0,0,2.072538860103627,0,0,1.0362694300518136,1.0362694300518136,96.89119170984456,95.33678756476684,0.5181347150259068,0,0,1.0362694300518136,0.5181347150259068,0,0.5181347150259068
W00008051,291,2,0,0,0,0,2,0,0,0,0,2,0,1,0,1,285,279,1,0,0,5,2,0,2,0.6872852233676976,0,0,0,0,0.6872852233676976,0,0,0,0,0.6872852233676976,0,0.3436426116838488,0,0.3436426116838488,97.9381443298969,95.87628865979381,0.3436426116838488,0,0,1.718213058419244,0.6872852233676976,0,0.6872852233676976
W00008052,299,0,0,0,0,0,0,0,0,0,0,10,0,4,4,2,289,282,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3444816053511706,0,1.3377926421404682,1.3377926421404682,0.6688963210702341,96.65551839464884,94.31438127090301,0,0,0,2.341137123745819,0,0,0
W00008053,278,3,2,0,0,0,1,1,0,1,0,6,2,3,1,0,268,257,1,0,1,9,0,0,0,1.079136690647482,0.7194244604316548,0,0,0,0.3597122302158274,0.3597122302158274,0,0.3597122302158274,0,2.158273381294964,0.7194244604316548,1.079136690647482,0.3597122302158274,0,96.40287769784173,92.44604316546763,0.3597122302158274,0,0.3597122302158274,3.237410071942446,0,0,0
W00008055,287,4,0,0,4,0,0,0,0,0,0,3,1,0,0,2,280,276,1,0,0,3,0,0,0,1.3937282229965158,0,0,1.3937282229965158,0,0,0,0,0,0,1.0452961672473868,0.34843205574912894,0,0,0.6968641114982579,97.5609756097561,96.16724738675958,0.34843205574912894,0,0,1.0452961672473868,0,0,0
W00008056,212,0,0,0,0,0,0,1,1,0,0,6,0,2,1,3,203,200,0,0,0,3,2,0,2,0,0,0,0,0,0,0.4716981132075472,0.4716981132075472,0,0,2.8301886792452833,0,0.9433962264150944,0.4716981132075472,1.4150943396226416,95.75471698113208,94.33962264150944,0,0,0,1.4150943396226416,0.9433962264150944,0,0.9433962264150944
W00008057,360,0,0,0,0,0,0,3,1,2,0,1,0,0,0,1,355,345,4,0,0,6,1,0,1,0,0,0,0,0,0,0.8333333333333334,0.2777777777777778,0.5555555555555556,0,0.2777777777777778,0,0,0,0.2777777777777778,98.61111111111111,95.83333333333334,1.1111111111111112,0,0,1.6666666666666667,0.2777777777777778,0,0.2777777777777778
W00008058,250,16,0,6,3,0,7,2,2,0,0,0,0,0,0,0,230,226,1,0,0,3,2,2,0,6.4,0,2.4,1.2,0,2.8000000000000003,0.8,0.8,0,0,0,0,0,0,0,92,90.4,0.4,0,0,1.2,0.8,0.8,0
W00008059,417,12,8,0,0,0,4,0,0,0,0,3,0,1,0,2,402,398,0,0,0,4,0,0,0,2.877697841726619,1.9184652278177456,0,0,0,0.9592326139088728,0,0,0,0,0.7194244604316548,0,0.2398081534772182,0,0.4796163069544364,96.40287769784173,95.44364508393285,0,0,0,0.9592326139088728,0,0,0
W00008060,275,6,0,0,5,1,0,2,0,2,0,5,1,0,4,0,259,257,1,0,0,1,3,0,3,2.181818181818182,0,0,1.8181818181818181,0.36363636363636365,0,0.7272727272727273,0,0.7272727272727273,0,1.8181818181818181,0.36363636363636365,0,1.4545454545454546,0,94.18181818181817,93.45454545454545,0.36363636363636365,0,0,0.36363636363636365,1.090909090909091,0,1.090909090909091
W00008061,260,5,0,2,3,0,0,2,2,0,0,1,0,0,0,1,250,242,1,0,0,7,2,0,2,1.9230769230769231,0,0.7692307692307693,1.153846153846154,0,0,0.7692307692307693,0.7692307692307693,0,0,0.38461538461538464,0,0,0,0.38461538461538464,96.15384615384616,93.07692307692308,0.38461538461538464,0,0,2.6923076923076925,0.7692307692307693,0,0.7692307692307693
W00008062,301,1,1,0,0,0,0,0,0,0,0,5,3,0,2,0,291,271,0,0,0,20,4,3,1,0.33222591362126247,0.33222591362126247,0,0,0,0,0,0,0,0,1.6611295681063125,0.9966777408637874,0,0.6644518272425249,0,96.67774086378738,90.03322259136213,0,0,0,6.64451827242525,1.3289036544850499,0.9966777408637874,0.33222591362126247
W00008063,280,13,0,0,5,7,1,0,0,0,0,7,3,0,4,0,260,255,4,0,0,1,0,0,0,4.642857142857143,0,0,1.7857142857142856,2.5,0.35714285714285715,0,0,0,0,2.5,1.0714285714285714,0,1.4285714285714286,0,92.85714285714286,91.07142857142857,1.4285714285714286,0,0,0.35714285714285715,0,0,0
W00008064,278,7,0,0,1,0,6,0,0,0,0,5,4,0,1,0,266,251,1,0,0,14,0,0,0,2.5179856115107913,0,0,0.3597122302158274,0,2.158273381294964,0,0,0,0,1.7985611510791366,1.4388489208633095,0,0.3597122302158274,0,95.68345323741008,90.28776978417267,0.3597122302158274,0,0,5.0359712230215825,0,0,0
W00008065,347,12,0,2,7,0,3,0,0,0,0,5,3,1,0,1,329,328,0,0,0,1,1,0,1,3.45821325648415,0,0.57636887608069165,2.0172910662824206,0,0.8645533141210375,0,0,0,0,1.440922190201729,0.8645533141210375,0.2881844380403458,0,0.2881844380403458,94.81268011527378,94.52449567723343,0,0,0,0.2881844380403458,0.2881844380403458,0,0.2881844380403458
W00008066,314,12,0,0,0,0,12,0,0,0,0,6,1,1,3,1,296,290,1,0,0,5,0,0,0,3.821656050955414,0,0,0,0,3.821656050955414,0,0,0,0,1.910828025477707,0.3184713375796179,0.3184713375796179,0.9554140127388535,0.3184713375796179,94.26751592356688,92.35668789808918,0.3184713375796179,0,0,1.5923566878980893,0,0,0
W00008067,314,10,0,0,6,4,0,0,0,0,0,0,0,0,0,0,301,294,2,0,0,5,3,0,3,3.1847133757961785,0,0,1.910828025477707,1.2738853503184715,0,0,0,0,0,0,0,0,0,0,95.85987261146497,93.63057324840764,0.6369426751592357,0,0,1.5923566878980893,0.9554140127388535,0,0.9554140127388535
W00008068,103,1,0,0,0,0,1,0,0,0,0,4,3,1,0,0,96,93,2,0,0,1,2,2,0,0.9708737864077669,0,0,0,0,0.9708737864077669,0,0,0,0,3.8834951456310676,2.912621359223301,0.9708737864077669,0,0,93.20388349514563,90.29126213592234,1.9417475728155338,0,0,0.9708737864077669,1.9417475728155338,1.9417475728155338,0
W00008069,247,4,0,0,0,0,4,0,0,0,0,3,1,0,0,2,239,237,2,0,0,0,1,0,1,1.6194331983805668,0,0,0,0,1.6194331983805668,0,0,0,0,1.214574898785425,0.4048582995951417,0,0,0.8097165991902834,96.76113360323887,95.95141700404858,0.8097165991902834,0,0,0,0.4048582995951417,0,0.4048582995951417
W00008070,324,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,320,309,0,0,0,11,0,0,0,1.2345679012345678,0,0,1.2345679012345678,0,0,0,0,0,0,0,0,0,0,0,98.76543209876543,95.37037037037037,0,0,0,3.3950617283950617,0,0,0
