OA,ts0050001,ts0050002,ts0050003,ts0050004,ts0050005,ts0050006,ts0050007,ts0050008,ts0050009,ts0050010,ts0050011,ts0050012,ts0050013,ts0050014,ts0050015,ts0050016,ts0050017,ts0050018,ts0050019,ts0050020,ts0050021,ts0050022,ts0050023,ts0050024,ts0050025,ts0050026,ts0050027,ts0050028,ts0050029,ts0050030,ts0050031,ts0050032,ts0050033,ts0050034,ts0050002_PCT,ts0050003_PCT,ts0050004_PCT,ts0050005_PCT,ts0050006_PCT,ts0050007_PCT,ts0050008_PCT,ts0050009_PCT,ts0050010_PCT,ts0050011_PCT,ts0050012_PCT,ts0050013_PCT,ts0050014_PCT,ts0050015_PCT,ts0050016_PCT,ts0050017_PCT,ts0050018_PCT,ts0050019_PCT,ts0050020_PCT,ts0050021_PCT,ts0050022_PCT,ts0050023_PCT,ts0050024_PCT,ts0050025_PCT,ts0050026_PCT,ts0050027_PCT,ts0050028_PCT,ts0050029_PCT,ts0050030_PCT,ts0050031_PCT,ts0050032_PCT,ts0050033_PCT,ts0050034_PCT
E00052692,433,306,252,1,53,53,0,1,1,0,0,3,12,23,13,0,0,0,5,0,4,1,5,1,0,4,0,0,4,4,0,0,0,113,70.66974595842956,58.198614318706696,0.23094688221709006,12.240184757505773,12.240184757505773,0,0.23094688221709006,0.23094688221709006,0,0,0.6928406466512702,2.771362586605081,5.311778290993072,3.0023094688221708,0,0,0,1.1547344110854503,0,0.9237875288683602,0.23094688221709006,1.1547344110854503,0.23094688221709006,0,0.9237875288683602,0,0,0.9237875288683602,0.9237875288683602,0,0,0,26.096997690531175
E00052702,270,202,178,1,23,23,0,0,10,0,0,2,4,6,1,0,0,0,0,0,0,0,16,0,3,13,0,0,0,0,0,0,0,52,74.81481481481481,65.92592592592592,0.3703703703703704,8.518518518518519,8.518518518518519,0,0,3.7037037037037033,0,0,0.7407407407407408,1.4814814814814816,2.2222222222222223,0.3703703703703704,0,0,0,0,0,0,0,5.9259259259259265,0,1.1111111111111112,4.814814814814815,0,0,0,0,0,0,0,19.25925925925926
E00052703,292,227,210,2,15,15,2,0,6,0,0,0,6,0,1,0,0,0,4,1,1,2,0,0,0,0,0,0,1,1,0,0,0,60,77.73972602739725,71.91780821917808,0.684931506849315,5.136986301369863,5.136986301369863,0.684931506849315,0,2.054794520547945,0,0,0,2.054794520547945,0,0.3424657534246575,0,0,0,1.36986301369863,0.3424657534246575,0.3424657534246575,0.684931506849315,0,0,0,0,0,0,0.3424657534246575,0.3424657534246575,0,0,0,20.54794520547945
E00052706,289,213,188,0,25,25,0,0,8,0,0,5,2,3,7,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,72,73.70242214532871,65.05190311418684,0,8.650519031141869,8.650519031141869,0,0,2.768166089965398,0,0,1.7301038062283738,0.6920415224913495,1.0380622837370241,2.422145328719723,0,0,0,0,0,0,0,1.384083044982699,0,0,1.384083044982699,0,0,0,0,0,0,0,24.91349480968858
E00052707,482,365,310,0,55,55,3,0,17,1,0,5,10,8,11,0,0,0,28,1,12,15,6,0,0,6,0,0,1,1,0,0,0,82,75.72614107883817,64.31535269709543,0,11.410788381742739,11.410788381742739,0.6224066390041494,0,3.5269709543568464,0.2074688796680498,0,1.0373443983402488,2.0746887966804977,1.6597510373443984,2.2821576763485476,0,0,0,5.809128630705394,0.2074688796680498,2.4896265560165975,3.112033195020747,1.2448132780082988,0,0,1.2448132780082988,0,0,0.2074688796680498,0.2074688796680498,0,0,0,17.012448132780083
E00052693,309,286,285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,21,92.55663430420712,92.23300970873787,0.3236245954692557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3236245954692557,0,0,0.3236245954692557,0.3236245954692557,0,0,0.3236245954692557,0,0,0,0,0,0,0,6.796116504854369
E00052711,305,255,253,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,4,0,4,0,5,0,0,5,0,0,0,0,0,0,0,41,83.60655737704919,82.95081967213115,0,0.6557377049180327,0.6557377049180327,0.32786885245901637,0,0,0,0,0,0,0,0.32786885245901637,0,0,0,1.3114754098360655,0,1.3114754098360655,0,1.639344262295082,0,0,1.639344262295082,0,0,0,0,0,0,0,13.442622950819672
E00052712,241,194,190,0,4,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,0,0,0,0,0,42,80.49792531120332,78.83817427385893,0,1.6597510373443984,1.6597510373443984,0,0,0.4149377593360996,0,0,0,1.2448132780082988,0,0,0,0,0,0,0,0,0,2.0746887966804977,0,0,1.2448132780082988,0.8298755186721992,0,0,0,0,0,0,17.42738589211618
E00052716,277,226,220,1,5,5,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,45,81.58844765342961,79.42238267148014,0.36101083032490977,1.8050541516245486,1.8050541516245486,0.36101083032490977,0,0,0,0,0,0,1.083032490974729,0.36101083032490977,0,0,0,0,0,0,0,2.166064981949458,0,0,2.166064981949458,0,0,0,0,0,0,0,16.24548736462094
E00052717,300,259,240,4,15,15,0,0,5,0,0,0,0,2,8,0,0,0,2,0,2,0,1,0,0,0,1,0,1,1,0,0,0,37,86.33333333333333,80,1.3333333333333335,5,5,0,0,1.6666666666666667,0,0,0,0,0.6666666666666667,2.666666666666667,0,0,0,0.6666666666666667,0,0.6666666666666667,0,0.33333333333333337,0,0,0,0.33333333333333337,0,0.33333333333333337,0.33333333333333337,0,0,0,12.333333333333334
