OA,ts0670001,ts0670002,ts0670003,ts0670004,ts0670005,ts0670006,ts0670007,ts0670008,ts0670002_PCT,ts0670003_PCT,ts0670004_PCT,ts0670005_PCT,ts0670006_PCT,ts0670007_PCT,ts0670008_PCT
W00006943,194,88,16,23,9,20,29,9,45.36082474226804,8.24742268041237,11.855670103092782,4.639175257731959,10.309278350515463,14.948453608247423,4.639175257731959
W00006944,351,68,35,56,19,54,112,7,19.37321937321937,9.971509971509972,15.954415954415953,5.413105413105413,15.384615384615385,31.908831908831907,1.9943019943019942
W00006945,207,69,22,52,10,25,23,6,33.33333333333333,10.628019323671497,25.120772946859905,4.830917874396135,12.077294685990339,11.11111111111111,2.898550724637681
W00006946,266,92,20,45,14,47,42,6,34.58646616541353,7.518796992481203,16.917293233082706,5.263157894736842,17.669172932330827,15.789473684210526,2.2556390977443606
W00006947,200,68,24,31,15,26,30,6,34,12,15.5,7.5,13,15,3
W00006948,243,74,27,40,17,42,36,7,30.45267489711934,11.11111111111111,16.46090534979424,6.995884773662551,17.28395061728395,14.814814814814813,2.880658436213992
W00006949,337,81,18,60,22,65,87,4,24.03560830860534,5.341246290801187,17.804154302670625,6.528189910979229,19.287833827893174,25.816023738872403,1.1869436201780417
W00006950,230,76,22,44,9,36,35,8,33.04347826086956,9.565217391304348,19.130434782608695,3.91304347826087,15.65217391304348,15.217391304347828,3.4782608695652173
W00006951,279,81,21,52,12,52,57,4,29.03225806451613,7.526881720430108,18.63799283154122,4.301075268817205,18.63799283154122,20.43010752688172,1.4336917562724014
W00006952,241,86,25,28,14,46,36,6,35.684647302904565,10.37344398340249,11.618257261410788,5.809128630705394,19.08713692946058,14.937759336099585,2.4896265560165975
W00006953,204,53,29,40,9,31,38,4,25.98039215686275,14.215686274509803,19.607843137254903,4.411764705882353,15.196078431372548,18.627450980392158,1.9607843137254901
W00006954,255,90,25,36,11,43,44,6,35.294117647058826,9.803921568627452,14.117647058823529,4.313725490196078,16.862745098039216,17.254901960784313,2.3529411764705883
W00006955,249,69,28,32,17,46,56,1,27.710843373493976,11.244979919678714,12.851405622489958,6.827309236947792,18.473895582329316,22.48995983935743,0.4016064257028112
W00006956,215,73,18,22,17,30,48,7,33.95348837209302,8.372093023255815,10.232558139534884,7.906976744186046,13.953488372093023,22.325581395348838,3.255813953488372
W00006957,244,52,37,46,12,46,45,6,21.311475409836063,15.163934426229508,18.852459016393443,4.918032786885246,18.852459016393443,18.442622950819672,2.459016393442623
W00006958,229,49,23,53,7,39,46,12,21.397379912663755,10.043668122270741,23.144104803493452,3.056768558951965,17.03056768558952,20.087336244541483,5.240174672489083
W00006959,268,61,26,44,18,48,61,10,22.761194029850746,9.701492537313433,16.417910447761194,6.7164179104477615,17.91044776119403,22.761194029850746,3.731343283582089
W00006960,261,28,32,45,3,56,97,0,10.727969348659004,12.260536398467432,17.24137931034483,1.1494252873563218,21.455938697318008,37.16475095785441,0
W00006961,260,51,20,41,12,47,82,7,19.615384615384617,7.6923076923076925,15.769230769230768,4.615384615384616,18.076923076923077,31.538461538461537,2.6923076923076925
